feature_id,title,package,capability_areas,spec_refs,volumes,stage,lane,milestone,owner,depends_on,status,rows,rows_implemented,rows_partial,rows_missing,delivered,remaining,paperwork_remaining,external_prerequisites,advanced_by,effort_lo,effort_hi,stage_effort_lo,stage_effort_hi,verify_stage,verify_effort_lo,verify_effort_hi,target_date,demo_scenes,evidence
F-P7D-14,"State-class registry, object store, event log, cache and lakehouse",P7-D,data-platform; infrastructure; memory-graph,"V6 ch31-33 IA-31/32/33-*, ch37-38 IA-37/38-*, App A INF-ST-*, App E SC-*, RU-09/10/13/16, INF-CP-08/09, INF-PF-10, FM-19/22, IADR-006/007/009; V7 ch25-26, 28-30, 64 (DP-25/26/28/29/30/64-*), App A DAT-ST-*, DAT-OP-11, DZ-18, DCN-10, DF-13, DADR-008/009, V07-T-002/003; V4 ES-12-001/003; V3 L3-C08; families V06-F006, V07-F007, V06-F007, V07-F008, V06-F003, V07-F017, V06-F017, V07-F014",V3:1 V4:2 V6:57 V7:44,B60,D,implementation,A3,F-P7D-15,partial,104,10,46,48,"Authoritative Postgres state with service-aligned transactions; append-only hash-chained audit schema (IA-32-001/003, INF-ST-01/03, SC-08 implemented) | Digest-verified local evidence vault, archive/cold tier and restore-to-hot (0070/0072); outbox→BullMQ with lease TTL, retry budget and dead-letter (0015); rebuildable projections (B8, 0065)","State-class registry (App E) declaring authority, consistency, durability, locality, retention, encryption and recovery per store, with admission checks for unclassified state | S3-compatible versioned object store (MinIO) for evidence with object lock/immutability and replica restore | Ordered, partitioned, replayable event log (e.g. Redpanda/Kafka or Postgres logical log) with consumer offsets and replay state | Governed cache and checkpoint store with invalidation, bounded staleness and compatibility checks | Search and vector index platforms as declared derived state (shared with P3 features) | Open-format analytical lakehouse (Iceberg/Parquet) with catalog, snapshots and governed export — customer portability (DADR-009) | Data asset and pipeline manifests (App H/I); operational housekeeping (compaction, partitioning, reindex) as planned, reversible operations",,,,4,7,4,7,,0,0,2026-11-20,"NORDWERK's corridor observations are published to the analytical lakehouse as Parquet snapshots and queried by an external BI tool without leaving the governed contract | A consumer of ObservationRecorded is reset and replays the partition from offset, reproducing the same Regensburg dependency updates","apps/api/src/objects/outbox.publisher.ts (at-least-once, idempotent job ids, compare-and-set ack); migrations/0015_outbo ; apps/api/migrations (event logs vs rebuildable projections per schema); apps/api/src/observation/vault/vault.service.ts  ; apps/api/migrations/0022 §6 blob_manifests (digest, classification, residency, retention_profile, legal_hold), blob_tomb"
F-P7D-15,"Canonical contracts: envelope, errors, idempotency and compatibility registry",P7-D,data-platform; infrastructure; all layers,"V4 ch15-23 ES-15..ES-23-*, App B/D/E (V04-T-005/007/008, EYE-* error codes), ES-3x-004, ES-11-004, TS-002/003; V6 ch48 IA-48-*, App F MS-01..04/07/14/15/17; V7 ch17-18, 21 DP-17/18/21-*, App D DC-*, DAT-SM-01/02/09/12, DADR-001, DF-08; V3 ch8 V03-T-065/066/069/460; families V04-F003, V07-F005, V04-F004, V06-F007, V06-F009, V04-F010, V03-F002, V04-F011",V3:4 V4:63 V6:13 V7:33,B60,D,implementation,A3,,partial,113,1,83,29,"Contract-validated canonical objects with a fixed 43-field header, schema_registry per object type, fail-closed pipeline and a 28-code error catalogue (half raised) (IA-48-003 implemented) | Interface register binding L-I interfaces with registered consumers (B8 0065 → B22 0083: 44/6/0); forward-only migration upgrade gate 0022–0083","HTTP idempotency store keyed by domain/operation/caller/validity window enforced in the pipeline; deadline/expiry/cancellation propagation | Every catalogued error raised from its owning boundary with retry class, httpStatus, degraded state, support reference and trace; conformance test per code | Queries return resolved revision/system time, projection build version, freshness and policy-filtering evidence (non-disclosure instead of 403 on cross-tenant) | Contract registry with semantic versions, compatibility classes, owner/lifecycle; compatibility analyzer for the 16 DC change classes blocking promotion | Consumer-driven contract tests and declared consumer version ranges; dual-read/dual-write migration strategy | Declared ordering/partition scope per event contract and compensation as an evidenced new transition",,,,3,5,3,5,,0,0,2026-11-20,"The NORDWERK ERP client retries an approval command after a timeout; the idempotency store returns the original result and no second commitment is created | A proposed rename of a forecast field is refused by the compatibility analyzer, listing the NORDWERK briefing consumers it would break",packages/contracts/src/envelope.ts:19-138; apps/api/src/pipeline/http.ts:104-145 (EnvelopeGuard); apps/api/src/pipeline/ ; packages/contracts/src/errors.ts:16-45 (catalogued with retry class; never raised — v04-surveys) ; apps/api/migrations/0006 schema_registry.compatibility
F-P7D-16,"Signed dependency-closed releases: supply chain, promotion, upgrade and rollback",P7-D,infrastructure; data-platform; governance-docs,"V4 ch56 ES-56-*, ch66 ES-66-*, ch68 ES-68-001..003/005, ch69 ES-69-*, App H V04-T-013/014/016, TS-019; V6 ch55 IA-55-*, ch65 IA-65-*, ch68 IA-68-*, ch69 IA-69-*, IC-14..16/27, INF-TR-09, INF-PF-02, INF-DL-03/04/05, INF-OP-10, RU-22/23, NZ-18, MS-19, SC-20, FM-29/30, IADR-014/020/021; V7 ch66/68 DP-66/68-*, DAT-DL-01..05, DCN-30, DADR-023, DF-31; V3 ch51 V03-T-387, V03-T-460..466; V5 AI-C050; EXC-P0-003; families V06-F016, V07-F018, V04-F020, V04-F021, V06-F012, V06-F015, V03-F018, V06-F017",V3:7 V4:20 V5:1 V6:38 V7:16,B65,D,implementation,A3,F-P7D-17; F-P7D-03,partial,82,2,49,31,"CycloneDX SBOM, dependency/container/secret scanning, licence inventory, digest-pinned images and lockfile, all blocking; gate evidence signed and anchored; C15 official image pins with recheck | Forward-only migrations with an upgrade proof (0022–0083); build identity recorded in backups (build-identity.mjs); in-flight work keeps resolved versions (V03-T-461 implemented)","Signed application images with SLSA provenance attestations and an offline-verifiable signature path; runtime admission refusing unsigned/revoked artifacts | Immutable release manifest closing code, images, schemas, migrations, policy bundle, config and datasets; release registry | Environment contracts (dev/verify/pre-prod/prod) and promotion of the same artifact set; staged/cohort rollout with stop conditions | Rollback/roll-forward: expand–contract migrations, schema rollback rehearsal, partial-failure reconciliation | Configuration signing/versioning with effective-version exposure; feature-flag system with owner, scope, expiry and telemetry | Fleet asset inventory and vulnerability/patch decisions using exploitability; artifact revocation exercise",Key-custody record for signing keys (EXC-P0-003 exit),A container registry namespace (e.g. GHCR under the repository owner) with owner approval to publish signed images,,3,5,3,5,,0,0,2027-01-15,"Release N+1 is promoted to the NORDWERK pre-prod cohort, its error budget breaches, and it is rolled back including a contracted schema change, with no lost approvals | A tampered image is refused at admission; the refusal names the missing signature and the release manifest it should match","scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only); .github/workf ; apps/api/src/config/config.ts (schema-validated eye.* configuration, ADR-P0-15); apps/api/migrations/0007 config.runtime ; apps/api/scripts/migrate.mjs (ordered forward-only migrations, ledger); .github/workflows/ci.yml: Post-C18 migration upg"
F-P7D-17,"Application packaging, orchestrated runtime, installer and management plane",P7-D,infrastructure; data-platform,"V4 ch70 ES-70-001/002/003/005, ES-10-001; V6 ch7 IA-07-*, ch14 IA-14-*, ch26 IA-26-*, ch39-40 IA-39/40-*, ch67 IA-67-*, INF-PF-01/03/04, INF-DP-02/07/09, INF-DL-01/02, RU-01/03, NZ-16, FM-03/07, IADR-003, App H/I V06-T-005/006; V7 ch8 DP-08-*; V3 V03-T-046/388; V2 V02-T-105; V0 V00-T-091; families V06-F008, V06-F002, V06-F016, V06-F005, V07-F001, V04-F021, V06-F003, V06-F015",V0:1 V2:1 V3:2 V4:5 V6:46 V7:4,B65,D,implementation,A3,F-P7D-15,partial,59,0,20,39,Local Compose profile running Postgres and Redis containers with digest pins and process protections; conformance.manifest.json mapping units to components; operator runbook and demo-restart.sh,"Container images for API, workers and web; Helm chart/kustomize for a kind/k3d profile alongside compose | Deployment package: images, SBOM, schemas, migrations, policy bundle, fixtures, runbooks and uninstall; idempotent, resumable installer with preflight (identity, keys, storage, network, time) | IaC modules and desired/observed-state reconciliation with drift detection | Management-plane gateway with signed fleet commands, one-way/minimal telemetry and a fleet inventory; data-plane operations continue during management-plane outage | Service catalog with contracts, dependencies and SLOs; workload manifests; deployment-specific adapters (managed DB/queue/KMS vs local) | Deployed flow inventory with trust-boundary probes (DP-08)",,,,3,5,3,5,,0,0,2027-01-15,"A fresh laptop installs The Eye into a kind cluster from the signed package; preflight catches a missing key reference, the install resumes after fixing it and ends with application-level health for the NORDWERK demo domain | The management plane is cut off; NORDWERK's local operations continue and the fleet command queue reconciles on reconnect","scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only); scripts/gener ; .dependency-cruiser.cjs; .github/workflows/ci.yml: Module boundaries (dependency-cruiser, blocking); apps/api/src/app.mo ; conformance.manifest.json (repository units -> component ids, controls, owners; Phase 0 framing)"
F-P7D-18,"Security detection, incident command and AI incident containment",P7-D,infrastructure; identity-policy; ux,"V6 ch56 IA-56-*, ch64 IA-64-*, INF-TR-11, INF-OP-09, IC-23..25/30, RU-18, NZ-17, MS-08/20, FM-24, IADR-024; V4 ch63 ES-63-*; V5 ch72 AI-72-*, AI-C053, AI-03-005, AI-ADR-023, AR-030; V7 ch63 DP-63-*, DAT-OP-09; V8 ch60 PR-60-*, CAP-TR-06, AT-60, JRN-22; V9 ch61 UX-61-*, JRN-22; V3 V03-T-414..416/424/435/476; V0 V00-T-086; V2 V02-T-188; V10 R-11, IR-23-003, V10-T-005/011/040, DR-09; families V06-F012, V09-F014, V06-F015, V07-F017, V03-F017, V04-F019, V08-F015, V05-F017",V0:1 V10:5 V2:1 V3:6 V4:5 V5:8 V6:23 V7:6 V8:8 V9:7,B66,D,implementation,A3,F-P7D-08; F-P7D-01,partial,70,0,39,31,"Integrity incidents, audit tamper response (freeze, incident, no re-sealing), degraded journal and human-held reconciliation capability (C9); security intake events and heuristic quarantine","Security telemetry as its own governed evidence class with coverage/loss state; detectors for misuse, cross-tenant access, exfiltration, time/provenance/forecast manipulation | Incident case object: severity, scope (tenants, decisions, exports), named command roles, timeline, communication and return-to-service authority | Pre-authorized reversible containment actions (revoke, suspend agent/workflow, withdraw capability, block export) with effect evidence | AI incident coordination: impact traversal to outputs, warnings, exports and learned artifacts; human-only/deterministic-fallback modes | Emergency operation mode with named command, bounded authority and later reconciliation | Security-operations workspace and incident journey JRN-22 (detect→scope→command→contain→communicate→recover→reconcile→learn); incident→lesson proposals","Product threat model, incident-response runbook, secure-SDLC records","Independent penetration test / security assurance provider for R-11, IR-23-003, DR-09 and V10-T-005 evidence",,3,4,3,4,,0,0,2027-04-14,"A detector flags a compromised connector credential pulling NORDWERK supplier data at night; the incident commander contains it (credential revoked, affected exports blocked) and the timeline lists the decisions that used the data | A model incident: a prompt-injected summary reached a NORDWERK briefing; impact traversal finds the briefing and the export, both are withdrawn and re-issued under human-only mode","migrations/0004_audit.sql:67 (integrity_incidents append-only); apps/api/src/audit/reconcile-degraded.ts (governed avail ; apps/api/migrations/0004 audit.integrity_incidents, availability_incidents; apps/api/src/audit/audit.service.ts (tamper  ; apps/api/src/health/degraded-reconciliation.service.ts; apps/api/src/observation/connectors/redaction.ts; apps/api/src/o"
F-P7D-19,"Trust, provenance and audit investigation workspace",P7-D,identity-policy; agents,"V8 ch57 PR-57-*, ch62 PR-62-*, CAP-TR-01/08, AT-57, AT-62; V4 ch55 ES-55-001/004; V5 ch65 AI-65-*, AG-044; V7 DP-56-006; V6 MS-10; V0 C-036, V00-T-079; families V08-F015, V08-F016, V00-F036, V04-F016, V05-F014, V05-F007, V07-F015",V0:2 V4:2 V5:5 V6:1 V7:1 V8:14,B66,D,implementation,A3,F-P7D-16,partial,25,4,21,0,"Append-only, hash-chained, sealed audit with verifier job and tamper response (gate22-audit-verify; AI-65-002/003, PR-62-003, MS-10 implemented) | Custody events and digests end to end; offline export verification (scripts/retention/verify-export.mjs) and signed exports audited","Trust and provenance inspector: source-to-product chain with signatures, versions, corrections and tamper/substitution checks | Audit and investigation workspace: search, preserve, correlate, case-scoped legal hold, export with attestation and redaction state | Audit records carrying artifact, schema, agent, workflow and deployment versions; model calls and releases audited | Audit-reconciliation agent validating execution completeness (AG-044) | Clock-correlation and bulk-access exercises",AT-57/AT-62 acceptance records,,,1.5,2.5,1.5,2.5,,0,0,2027-04-14,"An auditor opens the Bab el-Mandeb re-routing decision and walks the chain back to the port-call observations, seeing each signature and the correction applied in between | An investigator places a case hold on NORDWERK's Q3 supplier evidence and exports it with an attestation the regulator verifies offline","apps/web/app/observation/evidence/[evdId]/page.tsx (authenticity, custody, history); apps/web/app/admin/audit/page.tsx ( ; apps/api/src/pipeline/admin.controllers.ts (/tenants/:tenantId/audit/query, /platform/audit/query, /platform/audit/verif ; apps/api/src/audit/audit.service.ts; migrations/0004_audit.sql; test/int/audit-chain.test.ts; test/int/gate22-audit-veri"
F-P7D-20,Disconnected and air-gapped operation with signed packages and reconciliation,P7-D,infrastructure; data-platform; observation,"V6 ch11 IA-11-*, INF-DP-06, INF-CP-10, RU-12, NZ-20, FM-05, App M DR-20, IADR-023; V4 ES-10-003..005, ES-53-004, ES-70-004; V3 ch42 V03-T-403/404/406..409; V5 AI-ADR-021, AI-71-003, AR-029; V7 ch69 DP-69-*, SP-23, LR-24, DF-32; V2 V02-T-198; families V03-F016, V06-F002, V07-F019, V04-F002, V06-F003, V07-F017, V05-F001, V04-F015",V2:1 V3:6 V4:5 V5:3 V6:12 V7:8,B67,D,implementation,A3,F-P7D-16; F-P7D-03; F-P7D-17,partial,35,0,7,28,"Signed export packages to a declared transfer station, governed import with key-binding guard, and signed revocation notices (B13, B14, B16, B17; 0073–0077) | Replay/hermetic operation and local-only model inference; the local profile assumes no public DNS, external IdP or cloud control (IA-11-003)","Signed, versioned, revocable control packages (policy, ontology, model, connector, vulnerability, release) with authority-package expiry and control-state age exposed; fail closed on expiry | Connectivity state and disconnected continuity mode; store-and-forward collection/export with deduplication, ordering and custody | Reconnection reconciliation of changes, conflicts, revocations and audit (preserve both histories) | Explicit time quality under degraded time sync; zero-egress test suite | Edge collector runtime and offline recovery media (DR-20, LR-24)",Removable-media and two-person transfer ceremony procedures,,,3,5,3,5,,0,0,2027-03-03,"NORDWERK's Regensburg plant runs cut off for 48 hours; a signed policy bundle arrives on removable media, an expired authority package makes approvals fail closed, and on reconnection the queued observations reconcile with a conflict shown to the steward","apps/api/migrations/0022 acquisition_mode replay; apps/api/src/intelligence/gateway/model-gateway.service.ts (replay / l ; apps/api/migrations/0002_identity_tenancy.sql; 0009_privilege_separation_and_bound_context.sql; 0011_authority_boundary_ ; apps/api/src/observation/connectors/http-client.ts:8,42-43,188-211 (scheme/host allowlist, private-address refusal); app"
F-P7D-21,"SaaS profile: intelligence cells, regional topology and hosted operation",P7-D,infrastructure,"V6 ch8 IA-08-*, ch12 IA-12-*, INF-DP-03/04/05, NZ-07, FM-06, IADR-002; V4 ch7 ES-07-*, ch9 ES-09-001/002/004; V3 ch40 V03-T-390..395; V2 V02-T-183; families V06-F002, V03-F016, V04-F002, V02-F008, V06-F005, V06-F015, V06-F017",V2:1 V3:6 V4:6 V6:16,B111,D,implementation,A3,F-P7D-17; F-P7D-16; F-P7D-13; F-P7D-02; F-P7D-06; F-P7D-09; F-P7D-23,externally-blocked,29,0,2,27,None: only the local-dev profile exists (EXC-P0-004),"Intelligence-cell construct: baseline publication, workload admission, drain/checkpoint/reconcile/release transitions, cell-local projections | Tenant placement service honouring residency, capacity and isolation; cross-cell data movement denied unless governed | Multi-region/zone topology with regional failover that respects residency and keys | Hosted operation: PAM/JIT for SaaS admins, noisy-neighbour controls, continuous upgrade, 24x7 monitoring and on-call",SaaS responsibility matrix and operating model,"Cloud provider account(s) with at least two regions, managed Kubernetes, DNS and public TLS | On-call/SRE staffing and a status/communication channel for hosted operation",,3,5,2,3,R1,1,2,2027-03-25,NORDWERK and a second tenant are placed in separate EU cells; a cell is evacuated during maintenance and NORDWERK's warnings continue from the standby cell with residency preserved,"scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only); docker-compos ; scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only) ; apps/api/migrations/0002_identity_tenancy.sql; apps/api/migrations/0010 (tenancy.tenants.residency_profile, retention_pr"
F-P7D-22,Private-cloud and on-premise certified profiles,P7-D,infrastructure,"V6 ch9 IA-09-*, ch10 IA-10-*, ch29 IA-29-*, INF-DP-08, INF-NW-07, NZ-02, App M DR-19; V3 ch41 V03-T-396..402, V03-T-405; V2 V02-T-184/185; V1 V01-T-029; families V06-F002, V03-F016, V06-F005, V02-F008, V01-F012, V06-F014",V1:1 V2:2 V3:8 V6:19,B111,D,implementation,A3,F-P7D-17; F-P7D-16; F-P7D-20; F-P7D-01; F-P7D-03; F-P7D-02; F-P7D-23,externally-blocked,30,0,2,28,None beyond the local Compose profile,"Private-cloud landing zone (declared accounts, networks, clusters, regions, key boundaries) and certified dependency envelope | Integration with customer identity, keys, logging/SIEM, registries and private connectivity; mediated management connectivity | Customer control bridge exposing customer-held controls and approvals | On-premise site package: offline installer, site acceptance, local audit continuity, usage accounting, backups and recovery vault; compatibility-envelope drift detection | Vendor-managed / co-managed / customer-managed operating-model records",Site acceptance and landing-zone certification records,"A customer-like private-cloud account/landing zone with its own IdP and KMS | On-premise hardware or a representative site (servers/appliance, isolated network) for site acceptance",,3,6,2,4,R1,1,2,2027-03-25,The Eye is installed into a NORDWERK-owned private cloud using NORDWERK's IdP and customer-held keys; the vendor's support access requires NORDWERK approval each time,"apps/api/src/decision/clearance.ts) ; apps/api/src/intelligence/gateway/model-gateway.service.ts (NO HOSTED MODEL API; replay | local-live only); docker-compo ; docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); infra/"
F-P7D-23,Deployment-profile catalog and cross-profile conformance runner,P7-D,infrastructure; governance-docs; ux,"V8 ch65 PR-65-*, CAP-DL-01, AT-65; V9 ch65 UX-65-*, CAP-PD-01; V4 ch14 ES-14-*, TS-018, ADR-0016, SLO-022; V6 ch3 IA-03-*, INF-DP-01/10, IM-036, IADR-001, V06-T-003; V7 ch3 DP-03-*, DAT-DL-06, DCN-31, DADR-024; V5 AI-71-001/002, AI-C055, AR-026, V05-T-010/023, AI-ADR-020; V3 ch39 V03-T-383..386, ch52 V03-T-468..472, ADR-0016; V8 ADR-020; V0 C-042, C-006, V00-T-023/089/090/092; V1 V01-T-037; V2 V02-T-023/182/186/187; V10 R-13, IR-24-003, V10-T-006; families V09-F015, V06-F001, V07-F001, V08-F017, V03-F018, V03-F016, V04-F002, V00-F042",V0:6 V1:1 V10:3 V2:4 V3:10 V4:8 V5:7 V6:11 V7:9 V8:9 V9:7,B106,D,implementation,A3,F-P7D-17,partial,75,0,17,58,Conformance fixtures written profile-agnostically on one profile (EXC-P0-004 compensating control),"Deployment-profile catalog object: profile, capability constraints, declared variance, boundaries (data, keys, models, admin, telemetry, support, updates) | Capability-constraint exposure before request admission and on affected products | Cross-profile conformance runner executing the same golden suite and producing semantic diffs per profile (first on compose vs kind) | Parity gate in release qualification; mark a capability unavailable/degraded on a profile that fails | Parity experience: deployment identity, declared variance and parity evidence surface (UX-65) | Conformance check that tenant/domain specialization cannot remove canonical semantics",Per-profile capability-constraint register,,,1.5,2.5,1.25,2,H2,0.25,0.5,2027-03-05,"The same NORDWERK golden journey (observe → warn → decide → replay) runs on the compose and kind profiles; the parity report shows identical objects, one declared variance (local model) and a green gate","EXCEPTIONS.md: EXC-P0-004 (single deployment profile, local Compose); docker-compose.yml ; apps/web/next.config.mjs (standalone output, no CDN); apps/web/app/admin/layout.tsx (deployment label hard-coded ""local- ; conformance.manifest.json; .dependency-cruiser.cjs"
F-P7D-24,Per-capability parity fixtures and golden journeys on every profile,P7-D,all layers; infrastructure; data-platform; commercial; agents; ux,"V8 PR-01..72-004 (per-chapter parity), App J PAR-01..24; V7 DP-01..72-004; V6 IA-01..72-004; V4 ES-31..40-010, ES-50-005; V3 layer-acceptance rows V03-T-081/092/102/113/124/135/146/157/167/178; families V06-F002, V07-F001, V07-F005, V08-F001, V06-F005, V07-F014, V08-F008, V08-F009",V3:10 V4:11 V6:54 V7:71 V8:95,B111,D,implementation,A3,F-P7D-23; F-P7D-21; F-P7D-22; P7-A/P7-C/P7-E/P7-F and P1-P6 capability features for absent chapters,externally-blocked,241,0,58,183,Semantics exist in one code path per implemented capability (≈58 partial rows); nothing proves them on a second profile,"Author a golden journey + fixtures per capability chapter (V8 ch1-72, V7 ch1-72, V6 ch1-72, V4 layers 31-40) in the conformance runner | Run each on compose and kind locally, then on SaaS, private-cloud and on-premise profiles; record semantic diffs | Layer acceptance: independent testability of owned state, contracts, controls, quality and degraded behaviour per layer on each profile | Chapters whose capability is absent (e.g. ch 25/27-29/31, 34, 43, 45, 48, 52, 54, 66-70) wait for their owning package",Per-release parity evidence records,"The SaaS, private-cloud and on-premise environments of F-P7D-21/22 for final certification",,3,6,1.5,3,R1,1.5,3,2027-03-25,none (non-demonstrable as a single scene: it is a regression suite; its output is shown through F-P7D-23's parity report),"EXCEPTIONS.md: EXC-P0-004 (single deployment profile, local Compose); docker-compose.yml ; docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/a ; docker-compose.yml (one local profile); infra/images/candidates/*.Dockerfile; .github/workflows/ci.yml: build-test"
F-P7D-25,"Governance registries, traceability, conformance manifests and operational acceptance",P7-D,governance-docs; data-platform; infrastructure,"V4 ch1-6, 11, 65, 67, 71-72 (ES-01..06, ES-11, ES-65, ES-67, ES-71, ES-72), ES-3x-002 service manifests, ES-68-004, TS-020, App A/G/I/J/K, V04-T-001/003/004/012/017/018, ADR-0001; V6 ch1-2, 6, 71-72 (IA-01/02/06/71/72-*), INF-OP-12, INF-DL-08, IADR-022, V06-T-001/002/008; V7 ch1-2, 4, 7, 55, 65, 67, 71-72, DAT-GV-*, DAT-OP-12, DAT-DL-08, V07-T-004/005; V3 ch49, 53, V03-T-029/433; V5 AI-01-004, AI-08-001/005; V8 PER-19; V0 V00-T-015/082; V2 V02-T-024/099; families V07-F001, V04-F001, V06-F001, V06-F017, V04-F020, V07-F019, V04-F022, V03-F018",V0:2 V2:2 V3:9 V4:57 V5:3 V6:31 V7:52 V8:1,B107,F,implementation,A1,F-P7D-16; F-P7D-09,partial,157,5,100,52,"conformance.manifest.json (Phase 0 units), EXCEPTIONS.md with CI failing on expired exceptions, per-requirement audit CSVs and acceptance units, gate receipts bound to head SHA (C15–C19); test-data fixtures and verification architecture (DP-67-001/003, DP-72-003 implemented)","Machine-readable conformance manifest for every deployable unit and all 92 logical components (owner, layer, contracts, state class, SLOs), emitted per release | Requirement registry and bidirectional trace links requirement↔test↔artifact↔runtime version with deterministic change-impact analysis | Exception registry with independent approver, expiry enforcement that holds releases, renewal and ageing metrics | Data governance registries: authority, domain, product, ownership/stewardship, stewardship cases with SLA and escalation | Operational acceptance record: scope, owners, evidence versions, open conditions, support model, withdrawal criteria; accepted-scope restriction on failed evidence | Production conformance monitoring of artifacts, config, policy and drift","CODEOWNERS/ADR files, architecture decision registry, responsibility matrices, governance review cadence, engineering glossary and baseline-closure statements",Named accountable owners/reviewers for the no-single-role acceptance split (ES-71-002) — a staffing decision,,2,3,1.5,2.25,H2,0.5,0.75,2027-06-01,"A change to the forecast contract triggers change-impact analysis listing the NORDWERK tests, briefings and requirements affected; the release is held because an exception on the export path expired yesterday",conformance.manifest.json (Phase 0 units only; maps paths→component_ids→controls) ; DECISIONS.md; EXCEPTIONS.md; apps/api/migrations/0006 accountable_owner ; conformance.manifest.json; EXCEPTIONS.md (exception expiry dates); .github/workflows/ci.yml: C16 target-resolved closure
F-P7-E-01,"Unified application shell, context bar and navigation",P7-E,ux; executive-os,"V9 ch9-11,15 (UX-09..11,UX-15-001..006); V9 App E CMP-009..016; App F PAT-02/25/26; UX-ADR-003; REL-03; V8 ch5 PR-05-001..006, AT-05, CAP-AU-06; V9 App N CAP-AU-04/06, CAP-EO-02/11, CAP-TG-11; V0 C-047",V0:1 V8:7 V9:42,B80,E,implementation,A3,,partial,50,0,39,11,Per-workspace layouts with rail and tenant/domain/role context (apps/web/app/*/layout.tsx; six duplicated layouts) | Working-domain selector component (apps/web/components/working-domain.tsx); keyboard shell smoke in e2e/phase0.spec.ts,"One shared Application Shell replacing the six duplicated layouts, with a persistent Global Context Bar (tenant, domain, role, objective, horizon, scenario, classification, effective time, policy) | Context switch with impact preview (PAT-02) and persisted per-user workspace/navigation state (PR-05-002) | Breadcrumb, Tab Set (ARIA tabs), History Navigator and verified return path (PAT-26) | Deep links resolving exact immutable object/version and as-of state (PAT-25); cross-workspace continuity (ch15) | Navigation-never-mutates guard and degraded context (stale/revoked permission) journey",Chapter acceptance records (UX-xx-006) per exact component/persona/theme/locale scope,,,2,3,2,3,,0,0,2026-10-21,l.brandt switches the context bar from the Regensburg line objective to the Bab el-Mandeb corridor scenario and sees the impact preview before any open work is re-scoped | A deep link to the corridor warning at an as-of time opens the exact version in a new session with the return path restored,apps/web/app/observation/layout.tsx; apps/web/app/decisions/layout.tsx; apps/web/app/admin/layout.tsx (+intelligence/gra ; e2e/phase1-observation.spec.ts: 13. a denied view discloses nothing about another domain; apps/web/lib/api.ts (correlati ; apps/web/app/layout.tsx; apps/web/app/observation/evidence/[evdId]/page.tsx (deep link); e2e/phase0.spec.ts; e2e/phase1-
F-P7-E-02,"Search, command palette and intent interface",P7-E,ux,"V9 ch13 UX-13-001..006; App E CMP-015; App F PAT-15; App N CAP-AG-01 (13,49,55), CAP-OB-04 (13,22)",V9:9,B81,E,implementation,A3,F-P7-E-01; F-P7-E-20,partial,9,0,6,3,Graph search page (apps/web/app/graph/search) over the governed search service; policy-filtered results,"Command Palette (CMP-015) with mode/scope and command review before consequential commands | Structured and natural-language intent resolution with explicit request-clarification (no silent model guess, PAT-15) | Saved searches/result sets reproducible at a cutoff and policy context | Degraded search journey (index tier degraded, partial results declared)",,,,1.5,2.5,1.5,2.5,,0,0,2026-11-05,"An analyst types ""Bab el-Mandeb exposure Regensburg"" into the palette; the intent is resolved to a scoped query, ambiguity triggers a clarification prompt, and a consequential command opens the command review","apps/web/app/graph/search/page.tsx (scoped search over entities/claims/evidence, no hidden-result counts); apps/api/src/ ; see UX-13-001 evidence ; see UX-13-001 evidence; see UX-22-001 evidence"
F-P7-E-03,"Design tokens, themes, typography and iconography",P7-E,ux,"V9 ch5,17,18,20,68 (UX-05/17/18/20/68-001..006); V9 App A CLR/TYP/SPC/LAY; UX-ADR-010/022; REL-16; PAT-41",V9:80,B80,E,implementation,A3,,partial,80,43,20,17,Token registry with V9 App A values emitted as CSS custom properties light+dark and Tailwind preset (packages/tokens/src/registry.ts); 43 App A rows implemented | Semantic-alias-only consumption (UX-ADR-010 implemented),"Self-host Inter Variable and IBM Plex Mono; emit tabular-nums for numeric type tokens (TYP-001/002/013/014) | Remaining colour tokens (recommended, decided, withdrawn, classification) bound into components | Forced-colours, print and fallback themes; certified customer theme mechanism with contrast validation and theme preview (PAT-41, UX-ADR-022) | Iconography/symbol set with semantic meaning (ch20) and design-system package versioning (ch5, ch68)",Theme certification record per customer theme,,,1,1.5,1,1.5,,0,0,2026-10-21,"A NORDWERK-branded theme is previewed; the certifier refuses it because the brand accent breaks the critical-state contrast, then accepts the corrected theme; the same warning renders identically in light, dark and print",packages/tokens/src/registry.ts; packages/tokens/test/tokens.test.ts; .github/workflows/ci.yml: build-test (Unit + confo ; packages/tokens/src/registry.ts TYPE_TOKENS ; apps/web/app/observation/layout.tsx; apps/web/app/decisions/layout.tsx; apps/web/app/admin/layout.tsx (+intelligence/gra
