id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
V00-T-074,V0,18 Tool and model boundaries,PARA 351–400,"Tool access shall be capability-scoped and least-privileged. External side effects require explicit workflow authority, idempotency, and audit. Models shall be accessed through governed model interfaces that expose provider, version, configuration, data handling, cost, latency, and evaluation status.",V00-F030,agents,partial,unverified,merged,phase2,P7-A,migrations/0019 capability binding; no external side effects exist,"Sandboxed tools with capability scoping; side-effect authority/idempotency; provider, cost, data handling and evaluation status on the gateway.","No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: model-gateway.service.ts (version, latency, outcome recorded) | passed:harness lacked a resolved test/CI pointer → unverified",v00.txt:para 251:L382-L387:page-mismatch,main
V00-T-075,V0,18 Learning boundary,PARA 351–400,"Agents may propose improvements to prompts, workflows, tools, policies, ontologies, and models. Proposals are artifacts, not production changes. Release requires evaluation, security review, policy review, approval, versioning, monitoring, and rollback appropriate to risk.",V00-F031,learning-evaluation,missing,unverified,none,phase7,P7-B,,Proposal artifacts and the governed release pipeline (C-044).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 251:L384-L387:page-mismatch,
V00-T-076,V0,19 Trust envelope,PARA 351–400,"Every intelligence object shall carry a trust envelope appropriate to its type: object identity, tenant, owner, source references, chain of custody, truth state, temporal state, classification, sensitivity, usage rights, transformation lineage, model and agent versions, quality, confidence, review status, policy decisions, signatures or hashes where required, expiry, and known limitations.",V00-F035,data-platform,partial,unverified,merged,phase0,P3,migrations/0006 canonical header (ADR-P0-05); controls folded onto every derived object,Expiry and known limitations on most object types; sensitivity as a field.,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: digests on versions/runs/briefings | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L396-L419:page-mismatch,main
V00-T-077,V0,19 Provenance graph (both directions),PARA 351–400,"Provenance shall itself be graph-addressable. Users and auditors must be able to trace a recommendation to decision criteria, simulations, scenario branches, forecasts, twin state, graph claims, transformations, and original evidence. The reverse path shall also be possible: a corrected source should identify every downstream object and decision potentially affected.",V00-F012,data-platform,partial,passed:harness,branch-only,phase6,P7-E,"migrations/0049 replay_contributors; migrations/0034 invalidation walk (affected twins, simulations, packages); test/int/phase6-monitoring.test.ts",A user-facing provenance trace view; continuous reverse propagation.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 251:L398-L419:page-mismatch,branch+test
V00-T-078,V0,19 Trust policy,PARA 351–400,"Trust policy shall combine source authority, corroboration, recency, method fitness, lineage integrity, conflict, evaluation, and human review rather than assigning permanent universal reputation.",V00-F035,intelligence,missing,unverified,none,omission,P2,,A contextual trust policy combining these factors does not exist.,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: authority/legal_basis on contracts (0028) and method lifecycle (0023) are inputs only,v00.txt:para 251:L400-L419:page-mismatch,
V00-T-079,V0,19 Audit and non-repudiation,PARA 351–400,"Material reads, writes, transformations, exports, policy decisions, agent tool calls, model invocations, approvals, overrides, releases, and administrative actions shall be attributable and tamper-evident. Audit records must be searchable by object, identity, decision, tenant, policy, and time.",V00-F036,identity-policy,partial,unverified,merged,phase0,P7-D,see C-036; apps/web/app/admin/audit,See C-036.,No identifier in the source; tracking id assigned by this audit. | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L402-L419:page-mismatch,main
V00-T-080,V0,20 Data product model,PARA 351–400,"Sources and derived datasets shall be managed as data products with owners, contracts, schemas, quality objectives, freshness objectives, lineage, access policy, retention, cost, and lifecycle state.",V00-F014,data-platform,partial,unverified,branch-only,phase1,P1,"migrations/0022/0028 source contracts (owner, steward, schema, freshness/coverage expectations, lifecycle); migrations/0029 series_registry",Derived datasets as data products; cost; retention as a product attribute; batch/stream/geospatial/media forms.,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L409-L419:page-mismatch,branch
V00-T-081,V0,20 Canonical semantics,PARA 351–400,"Canonical identifiers, temporal semantics, truth states, provenance fields, confidence, policy labels, and version rules shall be shared across the platform. Lossy transformations must be declared. Data contracts shall make breaking changes visible before they corrupt downstream intelligence.",V00-F011,data-platform,partial,unverified,merged,phase0,P1,packages/contracts; migrations/0006 objects.schema_registry compatibility; migrations/0022 schema drift tolerance -> quarantine (test/int/phase1-acceptance.test.ts 'fails closed on schema drift'),Declaration of lossy transformations; contract breaking-change checks for derived products.,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L411-L419:page-mismatch,main
V00-T-082,V0,20 Ownership and federation,PARA 351–400,Central governance shall define non-negotiable controls; domain owners shall govern meaning and quality within those controls. Federation must not create untraceable replicas or inconsistent policy enforcement.,V00-F007,data-platform,partial,unverified,merged,phase0,P7-D,domain roles govern their objects,Federated discovery across units/agencies/regions; replica governance.,"No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: PLATFORM/TENANT/DOMAIN scope model (0002, 0009) | passed:harness lacked a resolved test/CI pointer → unverified",v00.txt:para 251:L413-L419:page-mismatch,
V00-T-083,V0,20 Interoperability and exit,PARA 351–400,"The platform shall expose documented APIs, event contracts, bulk export, metadata export, graph export, model and scenario packaging, and standard identity and policy integrations. Customers shall be able to retrieve their authorized data, knowledge structures, decisions, audit material, and configuration in usable formats.",V00-F038,data-platform,partial,unverified,merged,omission,P7-F,see C-038,See C-038.,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L415-L419:page-mismatch,
V00-T-084,V0,21 Zero-trust operating model,PARA 301–350,"Every human, service, device, workload, agent, model, connector, source, and deployment component shall have verifiable identity and scoped authority. Access decisions shall combine role, attributes, purpose, tenant, classification, data policy, device and workload posture, network context, and risk. Authorization is continuous; network location is not trust.",V00-F039,identity-policy,partial,unverified,merged,phase0,P7-D,see C-039,See C-039.,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 301:L423-L488:page-mismatch,
V00-T-085,V0,21 Data and model protection,PARA 301–350,"Protection shall include encryption in transit and at rest, customer-managed keys where required, secrets isolation, field- and row-level controls, confidential-computing options where appropriate, secure deletion, backup protection, exfiltration controls, watermarking or export controls for sensitive products, and isolation of training and evaluation data.",V00-F039,infrastructure,partial,unverified,merged,phase0,P7-D,"RLS row-level controls; secrets environment-only (.eye-local, C18 practice); migrations/0022 vault blob custody","Encryption at rest/KMS, customer-managed keys, confidential computing, secure deletion, backup protection, exfiltration/export controls, training-data isolation.",No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: redaction.ts | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 301:L425-L488:page-mismatch,main
V00-T-086,V0,21 AI and information threats,PARA 301–350,"The security program shall address prompt injection, data poisoning, adversarial examples, malicious source content, model extraction, insecure tool use, hallucination, identity spoofing, supply-chain compromise, agent privilege escalation, covert channels, and manipulated feedback. Untrusted content shall not be able to grant tools, change policy, or cross tenant and classification boundaries.",V00-F039,identity-policy,partial,passed:ci,merged,phase0,P7-D,"test/int/adversarial.test.ts, gate21-adversarial.test.ts; abstention on model output","Prompt-injection and poisoning evaluation for model paths, model extraction, covert channels, manipulated feedback (no feedback path yet).","No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: content-controls.ts and quarantine (untrusted content never reaches policy/tools); supply chain gates C15/C16/C17 (.github/workflows, scripts/gate)",v00.txt:para 301:L427-L488:page-mismatch,main+test
V00-T-087,V0,21 Privacy and lawful use,PARA 301–350,"Personal and sensitive data shall be collected and used only for authorized purpose with applicable legal basis, minimization, notice or consent where required, access and correction workflows, retention, deletion, and review. The Knowledge Graph must support policy on relationships as well as nodes.",V00-F040,identity-policy,partial,unverified,merged,omission,P7-D,see C-040,See C-040; relationship-level policy on graph edges.,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 301:L429-L488:page-mismatch,
V00-T-088,V0,21 Resilience and safe degradation,PARA 301–350,"The platform shall be designed for fault containment, redundancy, backup, restore, disaster recovery, cyber recovery, dependency failure, model outage, connector degradation, and disconnected operation. When freshness, provenance, model availability, or policy services are degraded, the user must see the condition and the system must restrict actions accordingly.",V00-F043,infrastructure,partial,unverified,merged,phase0,P7-D,see C-043,See C-043.,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 301:L431-L488:page-mismatch,
V00-T-089,V0,22 Deployment modes table,PARA 301–350,"SaaS … tenant isolation … residency, encryption, policy, portability. Private Cloud … customer-specific network, keys, regions, integrations, models. On-Premise … local operation, local administration, local inference options, offline update paths, and no mandatory external telemetry.",V00-F042,infrastructure,missing,unverified,none,phase7,P7-D,docker-compose.yml only,See C-042.,No identifier in the source; tracking id assigned by this audit.,,main
V00-T-090,V0,22 Semantic parity,PARA 301–350,"Core objects, APIs, provenance, policy, agent contracts, workflows, model interfaces, twin packaging, scenarios, decisions, audit, and user concepts shall remain consistent across modes. Differences must be documented as capability constraints, not hidden product fragmentation.",V00-F042,infrastructure,missing,unverified,none,phase7,P7-D,,See C-042.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 301:L444-L488:page-mismatch,
V00-T-091,V0,22 Control-plane boundaries,PARA 301–350,"Management capabilities shall be separable from customer data and intelligence planes. Remote support, telemetry, updates, marketplace access, and licensing must respect deployment policy and be independently controllable. On-premise and sovereign environments shall not depend on an external service for core decision operations.",V00-F041,infrastructure,partial,unverified,merged,phase0,P7-D,"no external service dependency for core operations (gateway replay mode, local compose)","Separable management plane, telemetry/update/licensing controls.",No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: PLATFORM scope separated from TENANT/DOMAIN (0009) | passed:ci lacked a resolved test/CI pointer → unverified,v00.txt:para 301:L446-L488:page-mismatch,
V00-T-092,V0,22 Portability and reproducibility,PARA 301–350,"Artifacts required to reproduce material intelligence—data references, graph versions, model packages, prompts, policies, agent definitions, twin states, scenario packages, and simulation configuration—shall be versioned and portable within licensing and security constraints.",V00-F042,infrastructure,partial,unverified,none,phase5,P7-D,,Portability (export/import of these artifacts) absent.,"No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: versioned: policy bundles (0003), methods/prompts (0023), agents (0046), twin versions (0032), scenario versions (0036), run contracts (0033), replay digests | release_status merged → none from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified",v00.txt:para 301:L448-L488:page-mismatch,
V00-T-093,V0,23 Learning loop (six steps),PARA 301–350,"Capture … Evaluate performance against explicit baselines … Diagnose error sources … Propose changes as versioned artifacts … Evaluate offline and in controlled environments … Approve, release progressively, monitor, compare, and roll back.",V00-F044,learning-evaluation,missing,unverified,none,phase7,P7-B,capture and baseline evaluation exist for forecasts only (0030),See C-044.,No identifier in the source; tracking id assigned by this audit.,,branch
V00-T-094,V0,"23 Feedback is evidence, not truth",PARA 301–350,"Feedback shall retain source, role, context, and outcome and shall be evaluated before changing production behavior.",V00-F044,learning-evaluation,missing,unverified,none,phase7,P7-B,"review decisions and dissent are recorded with actor (0023, 0041) but feed nothing",Feedback objects and evaluation before production change.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 301:L462-L488:page-mismatch,main
V00-T-095,V0,23 Evaluation system,PARA 301–350,"Evaluation shall cover collection fidelity, extraction, entity resolution, relationship accuracy, retrieval, summarization, graph quality, forecast calibration, scenario coverage, simulation validity, recommendation quality, explanation usefulness, agent task success, tool safety, policy compliance, robustness, bias, latency, cost, and operator workload. Datasets and graders shall be versioned.",V00-F045,learning-evaluation,partial,unverified,merged,phase4,P7-B,see C-045; fixtures/ and replay sets are versioned inputs,See C-045.,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 301:L464-L488:page-mismatch,
V00-T-096,V0,23 Tenant isolation (learning),PARA 301–350,"Customer data and feedback shall not be used to train shared models or improve other tenants without explicit authority, legal basis, contractual permission, and technical separation.",V00-F044,learning-evaluation,implemented,unverified,merged,phase0,P7-B,no training path exists; gateway makes no live calls,Re-verify when P7-B introduces learning (contribution boundaries inspectable).,Satisfied by absence of any learning path. No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: tenant RLS (test/int/domain-isolation.test.ts) | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 301:L466-L488:page-mismatch,
V00-T-097,V0,24 Weak signals and early warning,PARA 301–350,"Weak Signal Detection shall identify low-frequency, low-confidence, or cross-domain changes that may become strategically material. The Early Warning System shall combine weak signals, leading indicators, scenario movement, threshold breaches, graph changes, twin degradation, forecast revision, and model-detected anomalies. It shall distinguish observation from interpretation.",V00-F033,prediction,partial,unverified,none,phase4,P4,,"Weak-signal detection; warnings from graph changes, twin degradation, forecast revision, anomalies.",No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: warnings from indicator threshold breaches only (0029/0030) | release_status merged → none from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 301:L473-L488:page-mismatch,
V00-T-098,V0,24 Risk and opportunity symmetry,PARA 301–350,"Risk and Opportunity agents shall evaluate exposure, probability, impact, velocity, persistence, controllability, interdependence, and option value. Mitigation and exploitation actions shall be treated as strategic choices with costs, dependencies, and second-order effects.",V00-F032,prediction,missing,unverified,none,omission,P4,,Risk and opportunity products/agents.,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: risks/opportunities are free-text arrays on a decision package (0041),v00.txt:para 301:L475-L488:page-mismatch,
V00-T-099,V0,24 Strategic Health Score,PARA 301–350,"Components, weights, evidence, freshness, uncertainty, trend, peer or baseline comparison, and sensitivity shall remain visible.",V00-F034,executive-os,missing,unverified,none,omission,P6,,See C-034.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 301:L477-L488:page-mismatch,
V00-T-100,V0,24 Agent Marketplace,PARA 301–350,"Packages must declare publisher, purpose, permissions, model dependencies, data use, evaluation evidence, compatibility, cost, limitations, licensing, update policy, and revocation. Execution shall occur in a sandbox and customer policy shall control installation and activation.",V00-F046,marketplace,missing,unverified,none,omission,P7-C,,See C-046.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 301:L479-L488:page-mismatch,
V00-T-101,V0,24 Scenario Marketplace,PARA 301–350,"Marketplace quality is not established by popularity alone; validation evidence, update cadence, domain fitness, publisher accountability, and customer-specific calibration must be visible.",V00-F046,marketplace,missing,unverified,none,omission,P7-C,,See C-046.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 301:L481-L488:page-mismatch,
V00-T-102,V0,25 Experience hierarchy,PARA 351–400,"Every view shall make as-of time, truth state, confidence, provenance, policy, and decision status available at the point where interpretation occurs.",V00-F047,ux,partial,unverified,branch-only,phase6,P7-E,see C-047,Confidence and policy at every point of use; objective-first entry.,No identifier in the source; tracking id assigned by this audit. | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 301:L488-L488:page-mismatch,
V00-T-103,V0,25 Role-specific operation,PARA 351–400,"Executives require materiality, choices, consequence, commitments, and review. Analysts require evidence, methods, graph context, uncertainty, and challenge tools. Operators require actions, thresholds, workflow state, and escalation. Domain experts require semantic and model inspection. Administrators require identity, policy, deployment, health, and lifecycle control.",V00-F048,ux,partial,unverified,merged,phase0,P7-E,"apps/web/app/admin (identity, audit, objects), decisions (executive), graph/intelligence (analyst), observation (operator)",Domain-expert and governance workspaces; operator escalation views.,No identifier in the source; tracking id assigned by this audit. | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 351:L491-L500:page-mismatch,main
V00-T-104,V0,25 Explainability by interaction,PARA 351–400,"Explanations shall be layered. An executive can begin with a concise basis and material uncertainty; an analyst can descend into model drivers, competing hypotheses, source evidence, and sensitivity; an auditor can reconstruct lineage and approval.",V00-F047,ux,partial,unverified,branch-only,phase6,P7-E,replay layers (auditor); forecasts page shows drivers; decisions page shows approvals,A layered explanation pattern across executive/analyst/auditor views.,No identifier in the source; tracking id assigned by this audit. | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 351:L493-L500:page-mismatch,
V00-T-105,V0,25 Operational quality attributes,PARA 351–400,"Later volumes shall define measurable objectives, error budgets, acceptance gates, and operating procedures for each material workflow.",V00-F049,infrastructure,partial,unverified,merged,phase7,P7-D,see C-049,See C-049.,No identifier in the source; tracking id assigned by this audit. | passed:ci lacked a resolved test/CI pointer → unverified,v00.txt:para 351:L495-L500:page-mismatch,
V00-T-106,V0,25 Failure communication,PARA 351–400,"The product shall expose missing data, stale data, failed agents, unavailable models, incomplete twins, weak provenance, policy denials, evaluation gaps, and simulation limits in language appropriate to the user.",V00-F043,ux,partial,passed:browser,branch-only,phase6,P7-E,"e2e/phase0.spec.ts '7. policy denial in UI'; test/int/phase6-briefings.test.ts 'review overdue is a fact of the clock, said in words'; incomplete twin versions marked (0035); degraded layouts","Failed agents, unavailable models, evaluation gaps and simulation limits as user-facing states.",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 351:L497-L500:page-mismatch,branch+main+test
V00-T-107,V0,26 Institutional decision rights,PARA 351–400,Business authority … Domain authority … Data authority … Model authority … Security and privacy authority … Platform authority … Human decision authority. Owns the final strategic or high-impact decision and its recorded rationale.,V00-F004,identity-policy,partial,unverified,branch-only,phase6,P6,"identity.roles vocabulary (collection_manager, strategy_owner, forecast_owner, decision_authority, platform_admin, auditor…)",Model authority and security/privacy authority roles do not exist.,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,,
V00-T-108,V0,26 Policy as executable control,PARA 351–400,"Policies shall be represented in human-readable and machine-enforceable forms where practical. Policy decisions must return reasons, applicable rules, accountable owners, and appeal or exception paths.",V00-F035,identity-policy,partial,unverified,merged,phase0,P7-D,"migrations/0003 policy bundles; apps/api/src/policy/pdp.service.ts (decision, reason, rule, obligations); policy_decisions recorded","Accountable owner and appeal/exception path in decisions; policy for spending, jurisdictions, export, marketplace installation.",No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 351:L517-L569:page-mismatch,main
V00-T-109,V0,26 Exception governance,PARA 351–400,"Exceptions shall be explicit, narrow, time-bounded, approved by the correct authority, linked to compensating controls, and automatically reviewed at expiry.",V00-F051,governance-docs,partial,not-applicable,merged,phase0,R0,"EXCEPTIONS.md (EXC-P0-001 with owner, approver, consequence class, compensating controls)",Automatic review at expiry (no runtime exception register).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 351:L519-L569:page-mismatch,main
V00-T-110,V0,26 Kill and containment controls,PARA 351–400,"Authorized operators shall be able to suspend agents, models, connectors, workflows, marketplace packages, exports, and external actions at appropriate scopes. Containment must preserve evidence and audit, identify affected outputs, and support safe recovery.",V00-F028,identity-policy,partial,passed:harness,branch-only,phase6,P7-A,test/int/phase6-scheduled-collection.test.ts 'a REFUSED run: the agent is revoked'); method suspended state (0023),Scoped kill switches for workflows/models; affected-output identification; tested emergency controls.,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: agent revocation (0039/0046; contract retirement/suspension (0022),v00.txt:para 351:L521-L569:page-mismatch,branch+main+test
V00-T-111,V0,27 Change classes,PARA 351–400,Constitutional … Formal amendment … Architectural … Architecture decision record … Implementation … Normal engineering review … Configuration … Authorized customer or operator change with audit and policy validation.,V00-F051,governance-docs,partial,not-applicable,merged,phase0,R0,DECISIONS.md ADRs; governed forward-only migrations,"Customer/operator configuration change surface with audit (thresholds, roles, workflows).",No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: audited configuration (migrations/0009 eye.* configuration ADR-P0-15),,main
V00-T-112,V0,27 Amendment procedure,PARA 351–400,"State the proposed amendment … Identify every affected invariant … Assess … consequences … Document alternatives … Obtain review … Ratify … publish a new version, migration position, and supersession record.",V00-F051,governance-docs,missing,not-applicable,none,not-applicable,R0,,No amendment has been proposed; the procedure is not instantiated as a register.,No identifier in the source; tracking id assigned by this audit.,,
V00-T-113,V0,27 No amendment by implementation,PARA 351–400,"If implementation cannot conform, the conflict shall be recorded and resolved through architecture change, scope adjustment, or formal amendment. Concealing the conflict is prohibited.",V00-F051,governance-docs,partial,not-applicable,branch-only,phase0,R0,EXCEPTIONS.md; FULL_PRODUCT_DELIVERY_REGISTER.md,Record the truth-state enum divergence (C-010) and any other implementation deviation as conflicts.,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 351:L543-L569:page-mismatch,branch+main
V00-T-114,V0,28 Inheritance rules,PARA 351–400,"Every volume shall use the canonical product name, tagline, mission verbs, layer names, prediction horizons, deployment modes, and defined terms. Material requirements shall reference one or more C-xxx invariant IDs.",V00-F052,governance-docs,not-applicable,not-applicable,none,phase0,not-applicable,e.g. V1 Appendix D),,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: docs/The_Eye_Volume_1…10 (each carries a constitutional inheritance index | applicability: a documentary or normative-language row of the source; no product behaviour is claimed or owed by it | release_status merged → none from the evidence at 59a2459,v00.txt:para 351:L564-L569:page-mismatch,
V00-T-115,V0,28 Single terminology register,PARA 401+,"Core terms shall not drift between product, engineering, AI, data, and investor materials.",V00-F052,governance-docs,partial,not-applicable,merged,phase0,R0,"Appendix A glossary; V1 Appendix A identical; code uses canonical names (twin, scenario, forecast, package, replay)",Truth-state vocabulary in code differs from Appendix A (see C-010).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 401:L571-L710,
V00-T-116,V0,28 Traceability,PARA 401+,"Architecture components, engineering requirements, AI evaluations, data contracts, infrastructure controls, product requirements, interface patterns, and investor claims shall be traceable through a common identifier system.",V00-F052,governance-docs,partial,not-applicable,branch-only,phase0,R0,conformance.manifest.json; audit/requirements (this audit),Complete the atomic audit for Volumes 2–10 and keep it as the traceability spine.,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L573-L710,branch+main
V00-T-117,V0,Appendix A — Canonical Glossary,PARA 401+,"These definitions are normative across the documentation program. … Truth State: the explicit status of an object as observed, asserted, inferred, assessed, predicted, simulated, disputed, superseded, or approved.",V00-F052,governance-docs,partial,not-applicable,merged,phase0,R0,migrations/0006 truth_state enum; DECISIONS.md ADR-P0-06,"Reconcile the code enum ('extracted','synthetic','decided','withdrawn') with the glossary ('predicted','simulated','superseded','approved') or record the mapping as a conformance note.",Ambiguity for the owner. No identifier in the source; tracking id assigned by this audit.,v00.txt:para 401:L578-L710,main
V00-T-118,V0,Appendix B — Source Coverage Constitution (20 classes),PARA 401+,"The source catalogue defines mandatory capability classes: Governments, Regulations, News, Financial Markets, Research, Scientific Papers, Patents, Company Filings, Supply Chains, IoT, ERP, CRM, Internal Documents, Satellites, Climate, Geopolitical Events, Social Signals, APIs, RSS, Custom Sources.",V00-F013,observation,partial,unverified,merged,omission,P1,"L1_CONNECTOR_COVERAGE.md (RSS full; News, Internal Documents, APIs, Custom Sources partial; 15 classes not implemented)",See C-013.,No identifier in the source; tracking id assigned by this audit. | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 401:L618-L710,main
V00-T-119,V0,Appendix B — Universal source obligations (1),PARA 401+,"Authorization, rights, licensing, purpose, classification, and data-residency policy are known before use.",V00-F013,observation,implemented,passed:harness,merged,phase1,done,"migrations/0022 (rights_state confirmed before live activation, purposes, classification_ceiling, residency); test/int/phase1-acceptance.test.ts 'the registered contract carries the complete §7 field set'",,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 401:L643-L710,main+test
V00-T-120,V0,Appendix B — Universal source obligations (2),PARA 401+,Original evidence and source metadata are preserved according to policy.,V00-F012,observation,implemented,unverified,merged,phase1,P1,"migrations/0022 blob_manifests, vault (apps/api/src/observation/vault); digest verified pre-store, post-store and on read","verification evidence of the required class (harness, browser, CI or deployment) for the released artefact",No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 401:L644-L710,main
V00-T-121,V0,Appendix B — Universal source obligations (3),PARA 401+,"Event, publication, collection, effective, and system-record time are captured where relevant.",V00-F011,observation,implemented,passed:browser,merged,phase1,done,test/int/phase1-acceptance.test.ts 'four times are populated per the type rules'; e2e/phase1-observation.spec.ts '7. … the four times',,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 401:L645-L710,main+test
V00-T-122,V0,Appendix B — Universal source obligations (4),PARA 401+,"Connector, parser, schema, transformation, and content versions are traceable.",V00-F012,observation,implemented,unverified,branch-only,phase1,P1,"migrations/0022 connector_version, method_ref, code_digest, content_digest; contract schema versions (0028)","verification evidence of the required class (harness, browser, CI or deployment) for the released artefact",No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified | release_status merged → branch-only from the evidence at 59a2459,v00.txt:para 401:L646-L710,branch+main
V00-T-123,V0,Appendix B — Universal source obligations (5),PARA 401+,"Freshness, completeness, quality, health, failure, and coverage gaps are measurable.",V00-F014,observation,implemented,passed:browser,branch-only,phase1,done,"migrations/0022 coverage_measurements, source_health_events; migrations/0040 attempt faults; e2e/phase1-observation.spec.ts '5', '6'",,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L647-L710,branch+main+test
V00-T-124,V0,Appendix B — Universal source obligations (6),PARA 401+,"Untrusted content is isolated from agent tools, policy, credentials, and cross-tenant context.",V00-F035,observation,implemented,passed:harness,merged,phase1,done,"apps/api/src/observation/connectors/content-controls.ts, xml-worker.js, redaction.ts; quarantine (0022); test/int/phase1-hostile-input.test.ts",,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 401:L648-L710,main+test
V00-T-125,V0,Appendix B — Universal source obligations (7),PARA 401+,"Downstream objects can be identified when a source is corrected, withdrawn, retracted, or prohibited.",V00-F012,observation,implemented,passed:harness,branch-only,phase1,done,migrations/0022 correction_events/correction_current; migrations/0025/0034 impact and invalidation walk; test/int/phase3-corrections.test.ts 'an EVIDENCE correction reaches the claims derived from it'; test/int/phase5-propagation.test.ts,,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L649-L710,branch+main+test
V01-T-001,V1,Executive Thesis — The strategic promise,PARA 51–100,"Decide through complete, traceable packages in which a named human authority retains final responsibility. Learn from outcomes through Decision Replay, Strategic Memory, evaluation, and governed release processes.",V01-F001,decision,partial,unverified,branch-only,phase6,P7-B,C-044 missing,Governed release processes (C-044).,"C-001, C-002, C-004, C-052. No identifier in the source; tracking id assigned by this audit. Inherits the cited C-ids; status mirrors them. | UNRESOLVED pointer(s) at 2e83945: see C-004, C-024, C-025 (migrations/0041–0045) | passed:harness lacked a resolved test/CI pointer → unverified",v01.txt:para 101:L120-L124:page-mismatch,
V01-T-002,V1,1 The Strategic Environment Has Changed,PARA 101–150,"The advantage belongs to institutions that can shorten the distance between material change, shared understanding, accountable choice, and organizational learning.",V01-F001,governance-docs,partial,not-applicable,none,not-applicable,P7-B,,Explanatory; the measurable version is V01-T-004.,"C-002, C-032, C-049. No identifier in the source; tracking id assigned by this audit. Inherits the cited C-ids; status mirrors them. | release_status merged → none from the evidence at 2e83945",v01.txt:para 101:L141-L170:page-mismatch,
