id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope,cap_alias
V03-T-370,V3,38 Decision Replay and Outcome Learning,81,"38.1 Restore decision-time state Resolve the exact evidence, graph, memory, twins, forecasts, scenarios, simulations, package, policy, and actor authority known then. Historical information boundary",V03-F014,learning-evaluation,implemented,passed:harness,branch-only,phase6,done,"migrations/0043:178; migrations/0048:412; migrations/0049:455; migrations/0050 §2; test/int/phase6-replay.test.ts:76,129",,tracking id: canonical flow step 38.1,,branch+test,
V03-T-371,V3,38 Decision Replay and Outcome Learning,81,"38.2 Reconstruct reasoning Present options, criteria, recommendation, dissent, assumptions, uncertainty, approvals, overrides, and rationale without later facts. Decision narrative and trace",V03-F014,learning-evaluation,implemented,passed:harness,branch-only,phase6,done,"migrations/0047 (prior dissent); apps/api/src/decision/replay/replay.service.ts; test/int/phase6-replay.test.ts:141,185",,tracking id: canonical flow step 38.2,,branch+test,
V03-T-372,V3,38 Decision Replay and Outcome Learning,81,"38.3 Connect execution Link commitments, resources, operational actions, deviations, external conditions, and governance events. Execution timeline",V03-F014,learning-evaluation,missing,unverified,none,omission,P6,,No execution timeline linked to commitments,tracking id: canonical flow step 38.3,v03.txt:page 81:L2810-L2853,,
V03-T-373,V3,38 Decision Replay and Outcome Learning,81,"38.4 Assess outcomes Compare intended and observed effects, leading and lagging measures, side effects, counterfactual limitations, and attribution confidence. Outcome evaluation",V03-F014,learning-evaluation,partial,passed:harness,branch-only,phase6,P7-B,migrations/0045:42; migrations/0050 §1 (record_outcome); test/int/phase6-monitoring.test.ts,"No intended-vs-observed comparison, side effects, attribution confidence",tracking id: canonical flow step 38.4,v03.txt:page 81:L2813-L2853,branch+test,
V03-T-374,V3,38 Decision Replay and Outcome Learning,81,"38.5 Identify lessons Separate process, evidence, model, forecast, scenario, simulation, governance, execution, and environmental causes. Lesson Proposals",V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,migrations/0045:221 (lessons text),No Lesson Proposal,tracking id: canonical flow step 38.5,v03.txt:page 81:L2817-L2853,branch,
V03-T-375,V3,38 Decision Replay and Outcome Learning,81,"38.6 Govern change Test, approve, release, monitor, and retain rollback for accepted changes to memory, models, agents, policy, workflow, ontology, or practice. Released learning and audit evidence",V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,,No governed change release,tracking id: canonical flow step 38.6,v03.txt:page 81:L2820-L2853,,
V03-T-376,V3,38 Decision Replay and Outcome Learning,81,Replay preserves what was knowable at the time.,V03-F014,learning-evaluation,implemented,passed:harness,branch-only,phase6,done,"migrations/0043:178; migrations/0048:412; test/int/phase6-replay.test.ts:76,129",,tracking id: normative bullet without source identifier,v03.txt:page 81:L2826-L2853,branch+test,
V03-T-377,V3,38 Decision Replay and Outcome Learning,81,Outcome evaluation separates decision quality from luck where evidence allows.,V03-F014,learning-evaluation,missing,unverified,none,omission,P7-B,,No outcome attribution,tracking id: normative bullet without source identifier,v03.txt:page 81:L2827-L2853,,
V03-T-378,V3,38 Decision Replay and Outcome Learning,81,Lessons remain proposals until governance approves them.,V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,,No learning pipeline,tracking id: normative bullet without source identifier,v03.txt:page 81:L2828-L2853,,
V03-T-379,V3,38 Decision Replay and Outcome Learning,81,No evaluation silently trains or changes production behavior.,V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,,No learning pipeline,tracking id: normative bullet without source identifier,v03.txt:page 81:L2829-L2853,,
V03-T-380,V3,38 Decision Replay and Outcome Learning,81,"Failure and recovery conditions [Historical object unavailable; Execution occurred outside governed interfaces; Outcome attribution weak; Policy or identity revision unresolved; Counterfactual impossible; Lesson lacks owner or validation]: Expose the failure state, preserve causation and partial work, apply the owning layer's degraded behavior, and route retry, compensation, challenge, or human re",V03-F014,learning-evaluation,partial,unverified,branch-only,phase6,P7-B,migrations/0048:412 (replay contributors/unavailable layers),"Attribution, counterfactual and lesson conditions absent",tracking id: failure/recovery table (conditions aggregated) | passed:harness lacked a resolved test/CI pointer → unverified,,branch,
V03-T-381,V3,38 Decision Replay and Outcome Learning,81,"Required flow evidence — Execution state (step duration, end-to-end age, queue and wait time, retry, compensation, completion, unresolved dependency); Trust state (policy decisions, versions, lineage, review, approval, audit continuity); Product state (completeness, freshness, coverage, uncertainty, invalidation, affected consumers, decision-active status); Recovery state (last durable transition,",V03-F014,learning-evaluation,partial,unverified,merged,phase0,P7-D,apps/api/src/shared/correlation.ts; apps/api/src/audit/audit.service.ts; migrations/0015 (outbox retry/lease); migrations/0022:322-347 (attempt causation),"Trust/recovery state partially auditable; no step duration, queue age, product-state or replay-position telemetry (four-plane observability is Phase 7)",tracking id: flow observability table | passed:harness lacked a resolved test/CI pointer → unverified,,main,
V03-T-382,V3,38 Decision Replay and Outcome Learning,81,"A scheduled review, outcome observation, commitment exception, warning, correction, incident, audit, leadership request, or model evaluation opens a replay case.",V03-F014,learning-evaluation,implemented,passed:harness,branch-only,phase6,P6,"migrations/0043:141,413 (record_replay); test/int/phase6-replay.test.ts",Replay is on request only,tracking id: normative table row(s) quoted,v03.txt:page 81:L2794-L2853,branch+test,
V03-T-383,V3,39 Deployment Model and Semantic Parity,84,"The ten layers, canonical objects, truth states, temporal model, provenance, decision rights, audit semantics, and core workflows remain identical.",V03-F016,infrastructure,partial,unverified,branch-only,phase0,P7-D,apps/api (single codebase); conformance.manifest.json,Parity untested: only the local profile exists,tracking id: normative bullet without source identifier | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 84:L2894-L2918,branch+main,
V03-T-384,V3,39 Deployment Model and Semantic Parity,84,"APIs, events, package manifests, ontology contracts, policy decisions, export formats, and conformance fixtures remain portable across modes.",V03-F016,infrastructure,partial,unverified,merged,phase0,P7-D,packages/contracts; conformance.manifest.json,No export formats or package manifests,tracking id: normative bullet without source identifier | passed:ci lacked a resolved test/CI pointer → unverified,v03.txt:page 84:L2896-L2918,main,
V03-T-385,V3,39 Deployment Model and Semantic Parity,84,"Capability availability may be constrained by disconnected operation, local models, capacity, or customer policy, but reduced capability is explicit and never presented as equivalent output.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No capability-availability declaration per deployment,tracking id: normative bullet without source identifier,v03.txt:page 84:L2898-L2918,,
V03-T-386,V3,39 Deployment Model and Semantic Parity,84,"Customer data, keys, models, administration, telemetry, support, and update boundaries are declared per deployment and independently testable.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No per-deployment boundary declaration,tracking id: normative bullet without source identifier,v03.txt:page 84:L2900-L2918,,
V03-T-387,V3,39 Deployment Model and Semantic Parity,84,Promotion between environments resolves the same signed artifacts and configuration intent under environment-specific policy.,V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,.github/workflows/ci.yml (no deploy job),No environments or signed promotion,tracking id: normative bullet without source identifier,v03.txt:page 84:L2902-L2918,main+test,
V03-T-388,V3,39 Deployment Model and Semantic Parity,84,"Logical deployment units: Customer Intelligence Domain; Intelligence Cell (scalable failure and data locality unit); Shared Control Services (identity federation, package distribution, policy templates, licensing, support); Edge / Collection Zone (store-and-forward custody); Execution Gateway (governed egress for notifications, exports, callbacks, enterprise actions); Recovery Domain (independent",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,"No cells, control services, edge zone, execution gateway or recovery domain",tracking id: normative table row(s) quoted,,,
V03-T-389,V3,40 SaaS Operating Envelope,85,No request trusts a tenant identifier supplied only by the client; identity and routing bind it independently.,V03-F016,infrastructure,implemented,passed:harness,merged,phase0,done,apps/api/src/identity/identity.service.ts (session-bound context); apps/api/src/shared/scope.ts; test/int/gate22-capability-binding.test.ts,,tracking id: normative bullet without source identifier,v03.txt:page 85:L2930-L2960,main+test,
V03-T-390,V3,40 SaaS Operating Envelope,85,"High-risk administrative actions use privileged access management, just-in-time elevation, approval, recording, and customer-visible audit where contracted.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,"No SaaS cell architecture, PAM/JIT, cross-cell controls, regional failover or quotas",tracking id: normative bullet without source identifier,v03.txt:page 85:L2932-L2960,,
V03-T-391,V3,40 SaaS Operating Envelope,85,"Cross-cell data movement is denied unless a governed federation, migration, recovery, or customer export workflow authorizes it.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,"No SaaS cell architecture, PAM/JIT, cross-cell controls, regional failover or quotas",tracking id: normative bullet without source identifier,v03.txt:page 85:L2934-L2960,,
V03-T-392,V3,40 SaaS Operating Envelope,85,Regional failover respects residency and key policy; availability does not override sovereignty.,V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,"No SaaS cell architecture, PAM/JIT, cross-cell controls, regional failover or quotas",tracking id: normative bullet without source identifier,v03.txt:page 85:L2936-L2960,,
V03-T-393,V3,40 SaaS Operating Envelope,85,"Noisy-neighbor controls, workload quotas, agent budgets, and admission policies protect strategic workloads under shared operation.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,"No SaaS cell architecture, PAM/JIT, cross-cell controls, regional failover or quotas",tracking id: normative bullet without source identifier,v03.txt:page 85:L2937-L2960,,
V03-T-394,V3,40 SaaS Operating Envelope,85,"A SaaS cell contains the customer-domain data and execution services required for the canonical product while limiting blast radius, operational contention, and regional scope. A routing and admission layer selects the authorized cell after identity, tenant, region, and service-state checks. Global functions hold only the metadata required to locate, license, update, and operate cells under policy",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,"No SaaS cell architecture, PAM/JIT, cross-cell controls, regional failover or quotas",tracking id: normative table row(s) quoted,v03.txt:page 85:L2926-L2960,,
V03-T-395,V3,40 SaaS Operating Envelope,85,"Responsibility boundary (SaaS): platform owns cell infrastructure, monitoring, recovery, vulnerability and release operations, federation, workload identity, isolation, encryption, backups, retention enforcement, export and deletion mechanisms, gateway, runtime isolation; customer owns tenant configuration, identity source integrity, purpose, classification, source rights, allowed providers and pa",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,"No SaaS cell architecture, PAM/JIT, cross-cell controls, regional failover or quotas",tracking id: normative table row(s) quoted,,,
V03-T-396,V3,41 Private Cloud Operating Envelope,86,"Deploy into declared accounts, subscriptions, projects, networks, clusters, regions, and key boundaries owned according to contract.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No private-cloud envelope,tracking id: normative bullet without source identifier,v03.txt:page 86:L2968-L2990,,
V03-T-397,V3,41 Private Cloud Operating Envelope,86,"Integrate customer identity, keys, logging, security operations, private connectivity, registries, data services, and recovery controls through supported contracts.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No private-cloud envelope,tracking id: normative bullet without source identifier,v03.txt:page 86:L2970-L2990,,
V03-T-398,V3,41 Private Cloud Operating Envelope,86,"Permit management-plane connectivity only through declared, mutually authenticated, least- privilege endpoints; support relay, proxy, one-way, or offline promotion patterns where required.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No private-cloud envelope,tracking id: normative bullet without source identifier,v03.txt:page 86:L2972-L2990,,
V03-T-399,V3,41 Private Cloud Operating Envelope,86,"Keep operational telemetry minimized, classified, region-aware, and separable from customer intelligence content.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No private-cloud envelope,tracking id: normative bullet without source identifier,v03.txt:page 86:L2974-L2990,,
V03-T-400,V3,41 Private Cloud Operating Envelope,86,Validate customer-specific infrastructure and security controls without forking canonical application semantics.,V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No private-cloud envelope,tracking id: normative bullet without source identifier,v03.txt:page 86:L2976-L2990,,
V03-T-401,V3,41 Private Cloud Operating Envelope,86,"Parity Rule: A dedicated environment may add customer controls and integrations. It may not remove provenance, human authority, temporal truth, evaluation, audit, or portability obligations.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No private-cloud envelope,tracking id: boxed rule,,,
V03-T-402,V3,41 Private Cloud Operating Envelope,86,"Operating model options: Vendor managed; Co-managed (every duty has one accountable owner, interface, escalation, evidence, and continuity plan); Customer managed (the customer operates approved artifacts and runbooks; support receives only explicitly authorized diagnostics and access).",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No private-cloud envelope,tracking id: normative table row(s) quoted,,,
V03-T-403,V3,42 On-Premise Operating Envelope,87,"Provide offline package, ontology, policy, model, connector, revocation, and vulnerability update bundles with chain of custody.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No on-premise/disconnected envelope,tracking id: normative bullet without source identifier,v03.txt:page 87:L3002-L3024,,
V03-T-404,V3,42 On-Premise Operating Envelope,87,Support local model resolution and deterministic fallbacks; declare when an approved cloud- dependent capability is unavailable.,V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No on-premise/disconnected envelope,tracking id: normative bullet without source identifier,v03.txt:page 87:L3004-L3024,,
V03-T-405,V3,42 On-Premise Operating Envelope,87,"Maintain local audit continuity, usage accounting, evaluation, backups, recovery, and administrative evidence.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No on-premise/disconnected envelope,tracking id: normative bullet without source identifier,v03.txt:page 87:L3006-L3024,,
V03-T-406,V3,42 On-Premise Operating Envelope,87,"Use store-and-forward collection and export with deduplication, ordering, custody, reconciliation, and conflict handling.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No on-premise/disconnected envelope,tracking id: normative bullet without source identifier,v03.txt:page 87:L3008-L3024,,
V03-T-407,V3,42 On-Premise Operating Envelope,87,Make time quality explicit where secure time synchronization is degraded or contested.,V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No on-premise/disconnected envelope,tracking id: normative bullet without source identifier,v03.txt:page 87:L3010-L3024,,
V03-T-408,V3,42 On-Premise Operating Envelope,87,"The platform operates from locally available identity, policy, keys, evidence, models, packages, observability, documentation, licences, and time services. Dependencies that normally cross the boundary are mirrored through signed, inspectable bundles and controlled transfer procedures. Loss of external connectivity changes freshness and available capability, not truth labels or governance.",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No on-premise/disconnected envelope,tracking id: normative table row(s) quoted,v03.txt:page 87:L2998-L3024,,
V03-T-409,V3,42 On-Premise Operating Envelope,87,"Environmental assumptions: Air-gapped (no ambient external dependency); Intermittent link (checkpoint, queue, deduplicate, reconcile, expose external freshness); Limited capacity (admission control, tiering, prioritized products, bounded agents, reduced models, explicit service envelopes); Customer hardware (supported platform profile, preflight validation, conformance tests); Restricted administr",V03-F016,infrastructure,missing,unverified,none,phase7,P7-D,,No on-premise/disconnected envelope,tracking id: normative table row(s) quoted,,,
V03-T-410,V3,"43 Sovereignty, Residency, Keys, and Disconnected",88,"Sovereignty Rule: Availability may fail closed when the only alternative would violate residency, key ownership, approved model, or administrative-boundary policy.",V03-F016,infrastructure,partial,unverified,merged,phase0,P7-D,apps/api/src/config/config.ts (fail-closed config); apps/api/src/health/health.controller.ts:36-53,No sovereignty policy to fail closed against,tracking id: boxed rule | passed:harness lacked a resolved test/CI pointer → unverified,,main,
V03-T-411,V3,"43 Sovereignty, Residency, Keys, and Disconnected",88,"Sovereignty policy dimensions: data and metadata location; keys and secrets ownership, rotation, revocation, recovery, audit; permitted model providers, locations, weights, prompts, telemetry, retention, training uses; administration identities, jurisdictions, networks, approvals, recording, emergency procedures; software supply signing, verification, mirroring, promotion, revocation, rollback; su",V03-F016,infrastructure,missing,unverified,none,omission,P7-D,,No sovereignty/residency/key policy dimensions or key-role separation,tracking id: normative table row(s) quoted,,,
V03-T-412,V3,"43 Sovereignty, Residency, Keys, and Disconnected",88,"Data encryption, transport identity, artifact signing, audit integrity, backup protection, secret wrapping, and customer export use separated key roles. Key references are carried with protected objects and operations. Rotation and revocation are designed as normal lifecycle events with impact analysis and recovery.",V03-F016,infrastructure,missing,unverified,none,omission,P7-D,,No sovereignty/residency/key policy dimensions or key-role separation,tracking id: normative table row(s) quoted,v03.txt:page 88:L3048-L3056,,
V03-T-413,V3,44 Security Architecture,89,"Assume external sources may contain malware, deception, poisoned data, hidden instructions, and adversarial narratives.",V03-F017,identity-policy,partial,passed:harness,merged,phase1,P1,test/int/phase1-hostile-input.test.ts; apps/api/src/observation/quarantine/quarantine.service.ts,No malware/deception/poisoning controls,tracking id: normative bullet without source identifier,v03.txt:page 89:L3079-L3090,main+test,
V03-T-414,V3,44 Security Architecture,89,"Assume credentials, models, packages, connectors, users, administrators, and workloads may be compromised.",V03-F017,identity-policy,partial,passed:harness,branch-only,phase0,P7-D,apps/api/src/identity/identity.service.ts:82 (revokeCredential); migrations/0048 (revocation epoch); test/int/gate22-evidence-deauthorization.test.ts,No compromise detection or rotation,tracking id: normative bullet without source identifier | release_status merged → branch-only from the evidence at 2e83945,v03.txt:page 89:L3081-L3090,branch+main+test,
V03-T-415,V3,44 Security Architecture,89,"Protect against cross-tenant access, unauthorized graph traversal, strategic inference leakage, model extraction, tool misuse, and covert exfiltration.",V03-F017,identity-policy,partial,passed:harness,merged,phase0,P7-D,test/int/domain-isolation.test.ts; test/int/adversarial.test.ts; apps/api/src/graph/graph.controller.ts (policy-filtered traversal),"No strategic-inference leakage, model extraction or covert exfiltration controls",tracking id: normative bullet without source identifier,v03.txt:page 89:L3083-L3090,main+test,
V03-T-416,V3,44 Security Architecture,89,"Detect manipulation of evidence, time, provenance, forecasts, scenarios, simulations, recommendations, approvals, and audit records.",V03-F017,identity-policy,partial,passed:harness,branch-only,phase0,P7-D,packages/contracts/src/audit.ts:59-79 (hash chain); test/int/gate22-audit-verify.test.ts; migrations/0033:148 (run digests),Only audit chain and digests; no detection for time/provenance/forecast manipulation,tracking id: normative bullet without source identifier | release_status merged → branch-only from the evidence at 2e83945,v03.txt:page 89:L3085-L3090,branch+main+test,
V03-T-417,V3,44 Security Architecture,89,"Design containment at source, package, agent, model, service, tenant, cell, region, and deployment boundaries.",V03-F017,identity-policy,missing,unverified,none,phase7,P7-D,,No containment boundaries beyond tenant RLS,tracking id: normative bullet without source identifier,v03.txt:page 89:L3087-L3090,,
V03-T-418,V3,44 Security Architecture,89,"Identity and privilege: phishing-resistant assurance where warranted, workload identity, least privilege, continuous authorization, separation of duties, privileged access, and break-glass review.",V03-F017,identity-policy,partial,passed:harness,branch-only,phase0,P7-D,"apps/api/src/identity/identity.service.ts (password credentials, session context keys); migrations/0042:190 (SoD); test/int/gate22-identity-mutators.test.ts","No MFA/phishing-resistant assurance, workload identity, PAM or break-glass",tracking id: normative table row(s) quoted | release_status merged → branch-only from the evidence at 2e83945,,branch+main+test,
V03-T-419,V3,44 Security Architecture,89,"Application and API: schema validation, object authorization, rate and abuse controls, secure defaults, dependency isolation, secret handling, and security testing.",V03-F017,identity-policy,partial,passed:harness,merged,phase0,R0,"apps/api/src/pipeline/http.ts:104-145 (schema validation), :48-102 (intake limiter); apps/api/src/policy/pdp.service.ts; test/int/adversarial.test.ts; test/int/gate21-adversarial.test.ts",No rate/abuse controls at the API boundary,tracking id: normative table row(s) quoted,,main+test,
V03-T-420,V3,44 Security Architecture,89,"Data and knowledge: classification, encryption, tenant isolation, object policy, minimization, integrity, retention, deletion, backup protection, and exfiltration controls.",V03-F017,identity-policy,partial,unverified,merged,phase0,P7-D,RLS tenant isolation; apps/api/src/shared/correlation.ts (redaction); apps/api/src/observation/connectors/redaction.ts,"No encryption policy, retention/deletion enforcement, backup protection or exfiltration controls",tracking id: normative table row(s) quoted | passed:harness lacked a resolved test/CI pointer → unverified,,main,
V03-T-421,V3,44 Security Architecture,89,"AI and agents: prompt-injection resistance, tool mediation, capability grants, context isolation, model evaluation, package sandboxing, budget, supervision, and output gating.",V03-F017,identity-policy,partial,passed:harness,merged,phase2,P7-A,"apps/api/src/intelligence/gateway/model-gateway.service.ts (schema-bound outputs, abstention); test/int/phase1-hostile-input.test.ts","No prompt-injection resistance, tool mediation, capability grants or output gating for agents",tracking id: normative table row(s) quoted,,main+test,
V03-T-422,V3,44 Security Architecture,89,"Supply chain: provenance, signed artifacts, dependency inventory, build isolation, vulnerability management, promotion policy, revocation, and reproducible evidence.",V03-F017,identity-policy,implemented,passed:ci,merged,phase0,done,".github/workflows/ci.yml (supply-chain); .github/workflows/c19-anchor.yml, c19-lifecycle.yml; scripts/generate-sbom.mjs; scripts/gate/scanner-pins.json; docs/SCANNER_DISPOSITIONS.md; test/gate/supply-chain.test.ts",,tracking id: normative table row(s) quoted,,main+test,
V03-T-423,V3,44 Security Architecture,89,"Platform and network: segmentation, hardened workload identity, egress control, runtime protection, patching, configuration policy, secure boot where applicable, and recovery.",V03-F017,identity-policy,missing,unverified,none,phase7,P7-D,,"No segmentation, egress control, runtime protection or patching pipeline (no app image)",tracking id: normative table row(s) quoted,,,
V03-T-424,V3,44 Security Architecture,89,"Detection and response: security telemetry, tamper-evident audit, threat analytics, investigation, containment, customer notification, forensics, and lessons governed into release.",V03-F017,identity-policy,missing,unverified,none,omission,P7-D,apps/api/src/audit/audit.service.ts (tamper-evident audit only),"No security telemetry, threat analytics, containment, notification or forensics",tracking id: normative table row(s) quoted,,main,
V03-T-425,V3,45 Resilience and Safe Degradation,90,"Every user-visible product declares freshness, coverage, dependency health, partial state, last successful revision, and unavailable capability when material.",V03-F017,infrastructure,partial,unverified,merged,phase1,P7-D,"apps/api/src/observation/coverage/coverage.service.ts:49; apps/api/src/graph/graph.controller.ts:417,500,561; apps/api/src/health/health.controller.ts:36-53",Not declared per product uniformly,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 90:L3108-L3122,main,
V03-T-426,V3,45 Resilience and Safe Degradation,90,"Queues and workflows preserve causation, ordering requirements, idempotency, deadlines, and recovery position.",V03-F017,infrastructure,partial,passed:harness,merged,phase0,R0,"migrations/0015:35,52-56; apps/api/src/objects/outbox.publisher.ts; test/int/gate22-outbox-hardening.test.ts",No ordering guarantee or deadlines,tracking id: normative bullet without source identifier,v03.txt:page 90:L3110-L3122,main+test,
V03-T-427,V3,45 Resilience and Safe Degradation,90,"The system fails closed for unauthorized access, unsafe external execution, missing final approval, or violated sovereignty policy.",V03-F017,infrastructure,implemented,passed:harness,branch-only,phase6,done,apps/api/src/policy/pdp.service.ts (deny default); migrations/0043:33 (commit requires approval); apps/api/src/config/config.ts (fail-closed); test/int/gate22-authority-matrix.test.ts,,tracking id: normative bullet without source identifier,v03.txt:page 90:L3112-L3122,branch+main+test,
V03-T-428,V3,45 Resilience and Safe Degradation,90,It may fail open only for explicitly classified non-sensitive availability functions under approved policy and with visible reduced assurance.,V03-F017,infrastructure,missing,unverified,none,omission,P7-D,,No classified fail-open functions,tracking id: normative bullet without source identifier,v03.txt:page 90:L3114-L3122,,
V03-T-429,V3,45 Resilience and Safe Degradation,90,"Recovery reconciles canonical state, projections, indexes, external effects, and audit evidence before declaring full health.",V03-F017,infrastructure,partial,passed:harness,merged,phase0,P7-D,apps/api/src/health/degraded-reconciliation.service.ts; apps/api/src/audit/reconcile-degraded.ts; test/int/gate22-degraded-recovery.test.ts,"Reconciles audit/degraded store only; not projections, indexes or external effects",tracking id: normative bullet without source identifier,v03.txt:page 90:L3116-L3122,main+test,
V03-T-430,V3,45 Resilience and Safe Degradation,90,Resilience Rule: A stale answer clearly marked stale is a degraded product. A stale answer presented as current is an integrity failure.,V03-F017,infrastructure,partial,unverified,branch-only,phase1,P7-D,apps/api/src/observation/coverage/coverage.service.ts:49 (freshness); migrations/0031:168-196 (warning expiry),No uniform stale marker on responses,tracking id: boxed rule | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,,branch+main,
V03-T-431,V3,45 Resilience and Safe Degradation,90,"Degradation order: 1 identity, tenant isolation, policy enforcement, evidence integrity, audit continuity, human authority, and safe stop; 2 current warnings, active decisions, commitments, critical workflows, correction state, operational health; 3 evidence acquisition, graph and twin updates, priority forecasts, executive briefings; 4 broader search, scenarios, simulations, agent automation, bac",V03-F017,infrastructure,missing,unverified,none,omission,P7-D,,No degradation-order enforcement,tracking id: normative table row(s) quoted,,,
V03-T-432,V3,46 Observability and Site Reliability,91,Trace context follows a product from source contract through decision and outcome without placing sensitive content in global telemetry.,V03-F017,infrastructure,missing,unverified,none,phase7,P7-D,"apps/api/src/shared/correlation.ts; apps/api/src/health/health.controller.ts:32,37","No tracing/metrics, SLOs, runbooks, probes or incident-to-lesson records",tracking id: normative bullet without source identifier,v03.txt:page 91:L3148-L3156,main,
V03-T-433,V3,46 Observability and Site Reliability,91,"Runbooks identify affected product semantics, not only failing infrastructure components.",V03-F017,infrastructure,missing,unverified,none,phase7,P7-D,"apps/api/src/shared/correlation.ts; apps/api/src/health/health.controller.ts:32,37","No tracing/metrics, SLOs, runbooks, probes or incident-to-lesson records",tracking id: normative bullet without source identifier,v03.txt:page 91:L3150-L3156,main,
V03-T-434,V3,46 Observability and Site Reliability,91,"Synthetic and replay probes validate end-to-end evidence, authorization, correction, decision, export, and recovery paths.",V03-F017,infrastructure,missing,unverified,none,phase7,P7-D,"apps/api/src/shared/correlation.ts; apps/api/src/health/health.controller.ts:32,37","No tracing/metrics, SLOs, runbooks, probes or incident-to-lesson records",tracking id: normative bullet without source identifier,v03.txt:page 91:L3151-L3156,main,
V03-T-435,V3,46 Observability and Site Reliability,91,Operational incidents create governed impact records and Lesson Proposals when architecture behavior must change.,V03-F017,infrastructure,missing,unverified,none,phase7,P7-D,"apps/api/src/shared/correlation.ts; apps/api/src/health/health.controller.ts:32,37","No tracing/metrics, SLOs, runbooks, probes or incident-to-lesson records",tracking id: normative bullet without source identifier,v03.txt:page 91:L3153-L3156,main,
V03-T-436,V3,46 Observability and Site Reliability,91,"Operational signal classes: Service; Data and evidence (coverage, freshness, completeness, custody, quarantine, schema drift, correction lag, orphan rate); Intelligence product (extraction quality, graph integrity, retrieval coverage, twin staleness, forecast calibration, scenario coherence, simulation reproducibility, decision completeness); AI and agents (model route, evaluation threshold, tool",V03-F017,infrastructure,missing,unverified,none,phase7,P7-D,"apps/api/src/shared/correlation.ts; apps/api/src/health/health.controller.ts:32,37","No tracing/metrics, SLOs, runbooks, probes or incident-to-lesson records",tracking id: normative table row(s) quoted,,main,
V03-T-437,V3,46 Observability and Site Reliability,91,"Platform SLOs govern technical services. Product SLOs govern the quality and timeliness of evidence, graph, twin, forecast, warning, decision, and briefing products. Mission or business SLOs govern customer-defined critical workflows and decision windows. Error budgets may reduce release velocity or non-critical computation; they may not waive security, sovereignty, decision authority, or truthful",V03-F017,infrastructure,missing,unverified,none,phase7,P7-D,"apps/api/src/shared/correlation.ts; apps/api/src/health/health.controller.ts:32,37","No tracing/metrics, SLOs, runbooks, probes or incident-to-lesson records",tracking id: normative table row(s) quoted,v03.txt:page 91:L3143-L3156,main,
V03-T-438,V3,"47 Portability, Interoperability, and Exit",92,"Versioned APIs for commands, queries, explanations, administration, and export.",V03-F017,commercial,partial,unverified,merged,phase0,P7-F,apps/api/src/pipeline/http.ts; packages/contracts,No explanation/administration/export API versioning scheme,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 92:L3164-L3193,main,
V03-T-439,V3,"47 Portability, Interoperability, and Exit",92,"Schema-registry-backed events and streams with compatibility metadata, ordering, replay, and correction semantics.",V03-F017,commercial,missing,unverified,none,omission,P7-F,,"No export/exit package, verifier or signed manifests",tracking id: normative bullet without source identifier,v03.txt:page 92:L3165-L3193,,
