id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes
V02-T-180,V2,Enterprise operation,37,"Ingestion is governed work: identity and authorization; schema and parser version; rights, classification, and tenancy; freshness, completeness, and health.",V02-F002,observation,implemented,passed:harness,merged,phase1,done,"apps/api/test/int/phase1-acceptance.test.ts: every admitted item carries source identity, method, connector version, agent identity and code digest; apps/api/test/int/phase1-acceptance.test.ts: fails closed on schema drift beyond the contract tolerance — QUARANTINE, not admission; apps/api/test/int/phase1-acceptance.test.ts: not_applicable requires a CONTRACT-APPROVED reason",,tracking id assigned (slides carry no requirement ids)
V02-T-181,V2,Enterprise operation,37,History remains reconstructable: original evidence is preserved; derived objects never replace source records; corrections propagate to downstream products; coverage gaps remain visible.,V02-F002,observation,implemented,passed:browser,merged,phase3,done,"apps/api/test/int/phase1-acceptance.test.ts: a correction SUPERSEDES without overwriting, and the prior version stays retrievable; apps/api/test/int/phase3-corrections.test.ts: an EVIDENCE correction reaches the claims derived from it; e2e/phase1-observation.spec.ts: coverage reports the planted gap rather than rounding it away; e2e/phase1-observation.spec.ts: a correction supersedes without overwriting, and states what it did not resolve",,tracking id assigned (slides carry no requirement ids); V00-F012
V02-T-182,V2,Enterprise operation,38,"One product operates across SaaS, Private Cloud, and On-Premise: one product, one semantic core, one trust model; deployment changes operational topology—not the product's canonical meaning.",V02-F008,infrastructure,missing,unverified,none,phase7,P7-D,"docker-compose.yml (single local profile: postgres, redis); infra/images; .github/workflows/c17-finalize.yml","Produce the three deployment profiles with packaging, configuration, and profile-specific operational acceptance evidence for the exact release.",tracking id assigned (slides carry no requirement ids); V00-F042; phase7 'Deployment packaging'
V02-T-183,V2,Enterprise operation,38,SaaS — managed velocity: continuous platform operation; shared reliability engineering; explicit tenant and residency controls.,V02-F008,infrastructure,partial,passed:harness,merged,phase0,P7-D,"apps/api/migrations/0002_identity_tenancy.sql; apps/api/migrations/0010 (tenancy.tenants.residency_profile, retention_profile); apps/api/test/int/domain-isolation.test.ts","No hosted operation, SRE/error budgets, or residency enforcement (profile recorded only).",tracking id assigned (slides carry no requirement ids)
V02-T-184,V2,Enterprise operation,38,"Private Cloud — dedicated control: customer-specific network and identity; dedicated keys, regions, and integrations; cloud operating characteristics.",V02-F008,infrastructure,missing,unverified,none,phase7,P7-D,,"No private-cloud profile: no customer network/identity binding, dedicated keys/regions, or cloud operating configuration.",tracking id assigned (slides carry no requirement ids)
V02-T-185,V2,Enterprise operation,38,On-Premise — sovereign operation: local administration and inference; disconnected or edge operation; no mandatory external dependency.,V02-F008,infrastructure,partial,passed:harness,merged,phase2,P7-D,apps/api/src/intelligence/gateway/model-gateway.service.ts (NO HOSTED MODEL API; replay | local-live only); docker-compose.yml (pinned local images); apps/api/test/int/phase2-acceptance.test.ts: replay returns byte-identical responses,"No on-prem packaging, installer, offline update path or disconnected-operation contract; local inference is limited to the extraction gateway.",tracking id assigned (slides carry no requirement ids); V00-F041
V02-T-186,V2,Enterprise operation,39,"Semantic parity is non-negotiable across modes: canonical objects and APIs; provenance, policy, and audit; agent contracts and workflows; model interfaces and twin packages; scenario, decision, and user concepts.",V02-F008,infrastructure,missing,unverified,none,phase7,P7-D,apps/api/test/int (single-profile harness); .github/workflows/ci.yml: build-test,Define a parity conformance suite (same objects/APIs/policy/audit behaviour) and run it on every profile; none exists because only one profile exists.,tracking id assigned (slides carry no requirement ids); V00-F042
V02-T-187,V2,Enterprise operation,39,Topology differences (network and storage topology; available managed services; update and telemetry paths; local model and hardware choices; disconnected operating envelope) are documented as capability constraints—never hidden product fragmentation.,V02-F008,infrastructure,missing,unverified,none,phase7,P7-D,,Publish a per-profile capability-constraint register once profiles exist.,tracking id assigned (slides carry no requirement ids)
V02-T-188,V2,Enterprise operation,40,"Security protects strategic context across identity, data, models, agents, and workflows: resilient platform → policy + identity + audit → data + models + agents + twins → strategic context.",V02-F007,identity-policy,partial,passed:harness,merged,phase0,P7-D,apps/api/test/int/domain-isolation.test.ts; apps/api/test/int/audit-chain.test.ts; apps/api/src/policy/pdp.service.ts; apps/api/src/observation/connectors/content-controls.ts; .github/workflows/ci.yml: supply-chain; docs/SCANNER_DISPOSITIONS.md,"No model/agent security layer (prompt/tool-injection controls, sandboxing), no secrets/KMS lifecycle, no network isolation controls, no resilience (HA/DR).","tracking id assigned (slides carry no requirement ids); V00-F035, V00-F039"
V02-T-189,V2,Enterprise operation,40,Zero-trust authorization is continuous. Network location alone is never treated as trust.,V02-F007,identity-policy,implemented,passed:harness,merged,phase0,done,"apps/api/src/pipeline/pipeline.service.ts (every call: signed context + PDP); DB ports assert authority and scope (observation.assert_authority/assert_scope in 0034, 0044-0046); apps/api/test/int/domain-isolation.test.ts: sees zero rows in every scoped table without a signed context; apps/api/test/int/gate22-capability-binding.test.ts",,tracking id assigned (slides carry no requirement ids); workload-to-workload identity (mTLS/SPIFFE) not present; single-process deployment today
V02-T-190,V2,Enterprise operation,41,Data sovereignty — where knowledge resides: region and residency; retention and deletion; export and portability.,V02-F007,data-platform,partial,unverified,merged,phase0,P7-D,"apps/api/migrations/0010 (residency_profile, retention_profile on tenants/objects); apps/api/migrations/0022 (blob_tombstones); apps/api/src/observation/sources/source-contract.ts (residency, retention, deletion_obligation)","Residency is recorded, not enforced (single region); no retention enforcement; no tenant export/portability or exit package.","tracking id assigned (slides carry no requirement ids); V00-F037, V00-F038"
V02-T-191,V2,Enterprise operation,41,Cryptography — who controls access: customer-managed keys; secrets isolation; backup and recovery protection.,V02-F007,infrastructure,missing,unverified,none,phase7,P7-D,"SOURCE_INTEGRATION_STATUS.md §2 (environment-only credentials, .eye-local/env); FULL_PRODUCT_DELIVERY_REGISTER.md §7 (no backup/restore procedure)","Introduce KMS-backed customer-managed keys, a secrets manager with rotation, and encrypted, tested backups.",tracking id assigned (slides carry no requirement ids)
V02-T-192,V2,Enterprise operation,41,Computation — which models may operate: approved model set; local inference options; confidential-computing controls.,V02-F007,intelligence,partial,passed:harness,merged,phase2,P7-D,apps/api/src/intelligence/gateway/model-gateway.service.ts (local-live via Ollama/llama.cpp; no hosted API),No tenant-controlled approved-model policy and no confidential-computing controls.,tracking id assigned (slides carry no requirement ids)
V02-T-193,V2,Enterprise operation,41,Administration — who can govern the system: identity boundary; network isolation; customer-controlled audit and policy.,V02-F007,identity-policy,partial,passed:harness,merged,phase0,P7-D,apps/api/migrations/0002; apps/api/migrations/0017_identity_mutator_governance.sql; apps/api/test/int/domain-isolation.test.ts: platform context ... sees all tenants; apps/web/app/admin/audit/page.tsx; apps/api/migrations/0003_policy.sql,No network isolation controls; policy bundles are not customer-editable in product; platform_admin separation exists but no customer-held administration boundary for on-prem.,tracking id assigned (slides carry no requirement ids)
V02-T-194,V2,Enterprise operation,41,Sovereignty is a technical operating boundary—not a deployment label.,V02-F007,governance-docs,implemented,not-applicable,merged,not-applicable,done,,,tracking id assigned (slides carry no requirement ids); explanatory
V02-T-195,V2,Enterprise operation,42,"Degraded intelligence must never appear healthy: HEALTHY (full provenance, freshness, coverage, model, and policy services) → DEGRADED (restricted actions; visible warnings; bounded fallback) → CONTAINED (unsafe component isolated; decision workflows paused or escalated) → RECOVERING (restore, reconcile, re-evaluate, explicitly return to service).",V02-F008,infrastructure,partial,passed:harness,merged,phase0,P7-D,"apps/api/src/health/health.controller.ts (/readyz status 'degraded', never healthy while degraded); apps/api/src/shared/degraded-store.ts; apps/api/migrations/0020_governed_degraded_recovery.sql; apps/api/test/int/gate22-degraded-recovery.test.ts: markRecovered refuses while the ledger still shows unreconciled incidents; apps/api/test/int/phase1-acceptance.test.ts: unknown, indeterminate and insufficient_evidence NEVER map to a healthy state; e2e/phase4-prediction.demo.spec.ts: the API is HEALTHY behind the banner-free shell: /readyz is inspected, not assumed","No CONTAINED state: no component isolation that pauses or escalates decision workflows; degraded states cover audit and evidence writes, not model/policy services.",tracking id assigned (slides carry no requirement ids); V00-F043
V02-T-196,V2,Enterprise operation,42,Containment and dependency isolation.,V02-F008,infrastructure,partial,passed:harness,merged,phase1,P7-D,"apps/api/test/int/phase1-acceptance.test.ts: QUARANTINE AND EVIDENCE ARE SEPARATE VOLUMES, not separate folders; apps/api/src/observation/vault/vault.service.ts","No runtime containment of a failing dependency (circuit breaking, component isolation) beyond quarantine of evidence.",tracking id assigned (slides carry no requirement ids)
V02-T-197,V2,Enterprise operation,42,"Redundancy, backup, restore, and cyber recovery.",V02-F008,infrastructure,missing,unverified,none,phase7,P7-D,FULL_PRODUCT_DELIVERY_REGISTER.md §7 (durable deployment recovery: partial — no backup/restore procedure for the local vault and degraded journal),"Implement backups (database, vault, degraded journal), tested restore/PITR, HA and cyber-recovery runbooks.",tracking id assigned (slides carry no requirement ids)
V02-T-198,V2,Enterprise operation,42,Disconnected operation where required.,V02-F008,infrastructure,missing,unverified,none,phase7,P7-D,,"Define and test a disconnected operating envelope (no external dependency, local models, deferred telemetry/updates).",tracking id assigned (slides carry no requirement ids); V00-F041
V02-T-199,V2,Enterprise operation,42,Reconciliation and explicit re-entry to trusted service.,V02-F008,infrastructure,implemented,passed:harness,merged,phase0,done,apps/api/src/health/degraded-reconciliation.service.ts; apps/api/src/audit/reconcile-degraded.ts; apps/api/test/int/gate22-degraded-recovery.test.ts: the correctly-bound capability reconciles AND writes inseparable evidence; apps/api/test/int/gate22-degraded-recovery.test.ts: the same incident cannot be reconciled twice,,tracking id assigned (slides carry no requirement ids)
V02-T-200,V2,Enterprise operation,43,Observability — OBSERVE / evidence health: coverage and blind spots; freshness and completeness; correction and withdrawal.,V02-F008,observation,partial,passed:browser,merged,phase1,P7-D,apps/api/src/observation/coverage/coverage.service.ts; apps/web/app/observation/sources/[sourceId]/page.tsx; e2e/phase1-observation.spec.ts: the health timeline replays deterministically from stored events; apps/api/test/int/phase1-acceptance.test.ts: health replay from stored events is deterministic,"Evidence-health facts exist per source; no observability plane (metrics, dashboards, alerts) aggregating them across the estate.",tracking id assigned (slides carry no requirement ids); V00-F049
V02-T-201,V2,Enterprise operation,43,Observability — UNDERSTAND / intelligence quality: entity resolution; extraction and contradiction; truth-state and provenance.,V02-F008,intelligence,partial,passed:harness,merged,phase3,P7-B,"apps/api/migrations/0024 (resolutions score/rule/state); apps/api/src/intelligence/review/review.service.ts; apps/api/test/int/phase3-acceptance.test.ts: the entity records WHICH resolved, WHEN, BY WHAT SCORE and under WHAT rule","No quality metrics over resolution/extraction (precision, review rates, contradiction rates) and no contradiction service.",tracking id assigned (slides carry no requirement ids)
V02-T-202,V2,Enterprise operation,43,Observability — PREDICT + SIMULATE / analytical fitness: calibration and drift; scenario coverage; reproducibility and sensitivity.,V02-F008,prediction,partial,passed:harness,merged,phase5,P7-B,"apps/api/migrations/0029 (backtests); apps/api/migrations/0033 (reproductions, sensitivity); apps/api/test/int/phase4-acceptance.test.ts: D4; apps/api/test/int/phase5-simulations.test.ts","No drift monitoring over time, no scenario-coverage measure, no fitness dashboard.",tracking id assigned (slides carry no requirement ids)
V02-T-203,V2,Enterprise operation,43,Observability — DECIDE + LEARN / institutional behavior: attention and cycle time; approval and execution state; outcome and lesson adoption.,V02-F008,executive-os,partial,passed:harness,branch-only,phase6,P7-B,apps/api/migrations/0041 (package state); apps/api/migrations/0044 (review.overdue); apps/api/test/int/phase6-monitoring.test.ts: a review falling due without a review event is recorded as overdue once,No cycle-time/attention metrics and no lesson-adoption tracking.,tracking id assigned (slides carry no requirement ids)
V02-T-204,V2,Enterprise operation,43,Operational observability and strategic performance are measured through the same governed object lifecycle.,V02-F008,infrastructure,missing,unverified,none,phase7,P7-D,,Build the telemetry/metrics plane over the governed objects (four planes) with dashboards; Phase 7 acceptance: dashboards show all four observability planes.,tracking id assigned (slides carry no requirement ids)
V02-T-205,V2,Quality & governance,44,Architecture quality is measured as product behavior — TRUST / inspectable intelligence: explainability; provenance; auditability.,V02-F010,intelligence,partial,passed:harness,branch-only,phase6,P2,"apps/api/migrations/0004; apps/api/test/int/audit-chain.test.ts; apps/api/migrations/0029 (validation_note, drivers); apps/api/migrations/0041 (choice.rationale); apps/api/test/int/phase6-replay.test.ts; apps/api/test/int/phase6-briefings.test.ts: the narrative is optional, labelled, cites only included items and sits outside the content digest","Explainability is field-based (drivers, notes, rationale); no source-grounded explanation service for extraction/model outputs.",tracking id assigned (slides carry no requirement ids); V00-F005
V02-T-206,V2,Quality & governance,44,OPERATION / dependable system: reliability; resilience; recoverability.,V02-F010,infrastructure,partial,passed:harness,merged,phase0,P7-D,apps/api/test/int/gate22-degraded-recovery.test.ts; apps/api/test/int/phase6-scheduled-collection.test.ts: RESTART RECOVERY; apps/api/test/int/audit-chain.test.ts: 16 parallel writers on one partition produce a strict 1..16 sequence,"No SLOs/error budgets, HA, backup/restore or DR evidence.",tracking id assigned (slides carry no requirement ids)
V02-T-207,V2,Quality & governance,44,SCALE / enterprise fitness: performance; freshness; portability.,V02-F010,infrastructure,partial,passed:harness,merged,phase1,P7-D,apps/api/src/observation/sources/source-contract.ts (freshness_expectation); apps/api/test/int/phase1-acceptance.test.ts: every measurement stores its evaluation instant,No performance/capacity measurement or load evidence; no data portability/export.,tracking id assigned (slides carry no requirement ids)
V02-T-208,V2,Quality & governance,44,RESPONSIBILITY / governed use: security; privacy; accessibility.,V02-F010,ux,partial,passed:browser,merged,phase1,P7-E,"e2e/phase0.spec.ts: keyboard navigation and basic accessibility; e2e/phase1-observation.spec.ts: keyboard operation, landmarks and labels; e2e/phase1-observation.spec.ts: state is never carried by colour alone; e2e/phase1-observation.spec.ts: the shell mirrors under RTL and never scrolls the page sideways; apps/web/lib/i18n.ts; .github/workflows/ci.yml: browser-regression","No WCAG 2.2 AA certification, screen-reader/localisation acceptance beyond smoke tests; privacy lifecycle missing.",tracking id assigned (slides carry no requirement ids); V00-F048
V02-T-209,V2,Quality & governance,44,"Accuracy, calibration, cost, and latency are evaluated in the context of the decision—not as isolated model metrics.",V02-F010,learning-evaluation,missing,unverified,none,phase7,P7-B,,Build decision-contextual evaluation (model metrics joined to the decisions and outcomes they informed).,tracking id assigned (slides carry no requirement ids)
V02-T-210,V2,Quality & governance,45,Evaluation follows the full chain from source acquisition to human use: source → extraction → reasoning → forecast → scenario → simulation → agent → human use.,V02-F010,learning-evaluation,missing,unverified,none,phase7,P7-B,apps/api/migrations/0029 (backtests); apps/api/migrations/0033 (reproductions); apps/api/src/observation/coverage (source health),"No end-to-end evaluation chain; only isolated per-stage checks (coverage, review queue, backtests, reproductions).",tracking id assigned (slides carry no requirement ids); V00-F045
V02-T-211,V2,Quality & governance,45,"TECHNICAL / system measures: accuracy and completeness; latency, scale, and cost; reliability and security.",V02-F010,infrastructure,partial,passed:ci,merged,phase0,P7-D,".github/workflows/ci.yml: build-test, browser-regression, supply-chain; scripts/gate/c18-gate.mjs; apps/api/test/gate/*; apps/api/src/observation/coverage/coverage.service.ts",No latency/scale/cost measurement; reliability measures absent.,tracking id assigned (slides carry no requirement ids)
V02-T-212,V2,Quality & governance,45,"ANALYTICAL / intelligence measures: calibration and robustness; drift, sensitivity, and scenario coverage; evidence and explanation quality.",V02-F010,learning-evaluation,partial,passed:harness,merged,phase4,P7-B,"apps/api/migrations/0029 (backtests coverage_80/pinball, skill); apps/api/migrations/0033 (sensitivity)","No robustness/drift evaluation, scenario-coverage metric or explanation-quality measure.",tracking id assigned (slides carry no requirement ids)
V02-T-213,V2,Quality & governance,45,INSTITUTIONAL / decision measures: time-to-understanding; decision completeness and reversibility; outcome quality and learning applied.,V02-F010,learning-evaluation,missing,unverified,none,phase7,P7-B,apps/api/migrations/0045 (outcomes met/not met per criterion),"Define and compute time-to-understanding, completeness/reversibility scores and learning-applied measures over decision records.",tracking id assigned (slides carry no requirement ids)
V02-T-214,V2,Quality & governance,46,Governance converts principles into executable controls and audit evidence: constitution → policy → control → workflow → decision → audit evidence.,V02-F007,identity-policy,implemented,passed:harness,merged,phase0,done,apps/api/migrations/0003_policy.sql; apps/api/src/policy/pdp.service.ts; DB ports (assert_authority); apps/api/migrations/0046 (workflow contract); apps/api/migrations/0004; apps/api/test/unit/pdp.test.ts; apps/api/test/int/audit-chain.test.ts; apps/api/test/int/phase1-acceptance.test.ts: the REGISTRAR MAY NEVER APPROVE their own registration,,tracking id assigned (slides carry no requirement ids); V00-F035
V02-T-215,V2,Quality & governance,46,"Governance plane — rules become enforceable behavior: identity and authorization; data, model, and agent policy; approval and separation of duties; exception, expiry, and revocation.",V02-F007,identity-policy,partial,passed:harness,branch-only,phase6,P7-D,apps/api/test/int/phase3-acceptance.test.ts: the proposer may not decide its own proposal; apps/api/test/int/phase6-approvals.test.ts: refuses ... self-approval by the author; expiry ends an approval; apps/api/migrations/0042 (revoke_approval); apps/api/migrations/0014_evidence_deauthorization.sql; apps/api/migrations/0048 (revocation epochs); EXCEPTIONS.md,"No model policy (approved models) or agent tool policy in the PDP; exceptions are a document (EXCEPTIONS.md), not governed objects with expiry.",tracking id assigned (slides carry no requirement ids)
V02-T-216,V2,Quality & governance,46,"Evidence plane — behavior remains provable: versions and lineage; policy decisions and approvals; overrides, dissent, and corrections; outcomes, evaluation, and lessons.",V02-F007,identity-policy,partial,passed:harness,branch-only,phase6,P7-B,"apps/api/migrations/0004 (audit records policy decisions); apps/api/migrations/0042 (approvals); apps/api/migrations/0041 (dissent); apps/api/migrations/0045 (outcomes, lessons); e2e/phase0.spec.ts: policy denial in UI + obligation evidence on audit view","No override records, no evaluation records, lessons are unstructured text.",tracking id assigned (slides carry no requirement ids)
V02-T-217,V2,Quality & governance,47,"Leadership enters through objectives, material change, risks and opportunities, scenarios, pending decisions, commitments and outcomes.",V02-F005,executive-os,partial,passed:browser,branch-only,phase6,P7-E,"apps/web/app/graph/strategy/page.tsx; apps/web/app/prediction/scenarios/page.tsx; apps/web/app/decisions/page.tsx; apps/web/app/decisions/briefings/page.tsx; apps/api/migrations/0041 (risks, opportunities on package versions)","No executive home; risks/opportunities exist only as decision-package fields, not as first-class entry points; no material-change feed beyond the briefing.",tracking id assigned (slides carry no requirement ids)
V02-T-218,V2,Quality & governance,47,"The system makes explicit: what changed since the last review; why the change is material; which evidence and relationships support the view; who owns the response; which decision window is closing; what was suppressed, deferred, or delegated.",V02-F005,executive-os,partial,passed:harness,branch-only,phase6,P6,"apps/api/src/executive/briefings/briefing.service.ts (items since the prior briefing, 'matters' via graph.dependencies, sources, owners, windows ordered by time left); apps/api/migrations/0044 (prior_briefing_id bound); apps/api/test/int/phase6-briefings.test.ts: recomposition under the same watermark and known_at yields the same content digest","No record or display of what was suppressed, deferred or delegated.",tracking id assigned (slides carry no requirement ids)
V02-T-219,V2,Quality & governance,47,"Conversation, dashboards, reports, maps, and APIs are access modes to this live governed system—not the architecture itself.",V02-F005,ux,partial,passed:browser,branch-only,phase6,P7-E,apps/web/app/**; apps/api/src/*/*.controller.ts (/v1 API); apps/api/test/int/phase6-agents.test.ts: renders a report marked agent-produced,No conversational or map access modes.,tracking id assigned (slides carry no requirement ids)
V02-T-220,V2,Quality & governance,48,"The Strategic Health Score is decomposable, directional, and decision-linked: a compact view of readiness and exposure—without replacing the evidence and analysis beneath it—across objectives, operations, technology, supply chain, regulation, geopolitics, capabilities, finance, people, markets, cyber.",V02-F009,executive-os,missing,unverified,none,omission,P6,,"No Strategic Health Score object, components, weights or computation; nothing in schema or web references a health score.","tracking id assigned (slides carry no requirement ids); V00-F034, V01-F010; not in the phase plan"
V02-T-221,V2,Quality & governance,48,"Every component of the score exposes evidence, weight, confidence, trend, sensitivity, freshness, and decision relevance.",V02-F009,executive-os,missing,unverified,none,omission,P6,,Depends on the score object; each component must cite evidence and carry weight/confidence/trend/sensitivity/freshness/decision links.,tracking id assigned (slides carry no requirement ids)
V02-T-222,V2,Quality & governance,49,"Strategic maturity is measured by connected behavior—not deployment size: FRAGMENTED (search and reporting) → CONNECTED (shared data and graph) → PREDICTIVE (forecasts and warnings) → SIMULATED (twins and scenarios) → LEARNING (decision replay and adaptation). The governing question is whether the institution can observe, understand, predict, simulate, decide, and learn as one system.",V02-F010,governance-docs,implemented,not-applicable,merged,not-applicable,done,,,"tracking id assigned (slides carry no requirement ids); explanatory maturity model; LEARNING stage depends on the Phase 7 rows (slides 27, 35, 45)"
V02-T-223,V2,Close,50,"One connected system. Human authority at the center. Volume 2 establishes the technical presentation baseline; Volumes 3 through 7 specify the architecture, engineering, AI, infrastructure, and data platform in detail.",V02-F001,governance-docs,implemented,not-applicable,merged,not-applicable,done,,,tracking id assigned (slides carry no requirement ids); closing slide
